run_id,experiment_iteration,source_equivalent_revision,constraint_id,day,hydro_id,bound_type,inequality_position,g_before,g_after,l_before,l_trial,l_corrected,linearized_constraint_increment,second_order_remainder,residual_before,residual_trial,residual_corrected,expected_damped_residual,closure_error,closure_tolerance,strictly_positive
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D015-HYDRO02-UPPER,15,2,upper,7259,-31.083033033391985,-36.533911762111529,31.085258491978955,36.534347376037744,36.533912874840823,-5.4513132299164679,0.00043450119692334255,0.0022254585869703192,0.00043561392621427331,1.1127292935952937e-06,1.1127292934850371e-06,1.1025658467819777e-16,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D015-HYDRO02-LOWER,15,2,lower,7260,-3796.3169669666095,-3790.8660882378899,3796.3147415080657,3790.8656526239638,3790.8660871251609,5.4513132299164679,-0.00043450119692334255,-0.0022254585437622154,-0.00043561392612900818,-1.1127290235890541e-06,-1.1127292718809851e-06,2.4829193101664788e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D015-HYDRO03-UPPER,15,3,upper,7261,-28.024197842602007,-32.917042020282679,28.024979637975807,32.917392196876555,32.917042411180368,-4.8931939633768602,0.000349785696188043,0.00078179537380052011,0.00035017659387648337,3.9089768932853985e-07,3.9089768690021699e-07,2.4283228634622137e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D015-HYDRO03-LOWER,15,3,lower,7262,-1986.5058021573968,-1981.6129579797162,1986.5050203620494,1981.6126078031223,1981.6129575888185,4.8931939633768602,-0.000349785696188043,-0.00078179534739319934,-0.00035017659388358879,-3.9089763959054835e-07,-3.9089767369655661e-07,3.4106008255447353e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D015-HYDRO04-UPPER,15,4,upper,7263,-28.954168170897901,-33.886646228394966,28.954913777941492,33.886986282596354,33.886646601198485,-4.9328177388949346,0.00033968139786999529,0.00074560704359072361,0.00034005420138782938,3.7280351961044289e-07,3.7280352179532076e-07,-2.1848778652456841e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D015-HYDRO04-LOWER,15,4,lower,7264,-2063.7558318291049,-2058.8233537716078,2063.7550862220864,2058.8230137174064,2058.8233533988041,4.9328177388949346,-0.00033968139786999529,-0.00074560701841619448,-0.00034005420138782938,-3.7280369724612683e-07,-3.728035092080562e-07,-1.8803807063072272e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D016-HYDRO01-UPPER,16,1,upper,7265,-136.65579836179677,-171.75415803656506,136.65778326680808,171.754648894235,171.75415902901756,-35.098849539985743,0.00048986521745320033,0.0019849050113123212,0.00049085766994494406,9.924524988491612e-07,9.9245250565605137e-07,-6.8068901718247501e-15,1.4551915228366852e-11,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D016-HYDRO01-LOWER,16,1,lower,7266,-3690.2342016382026,-3655.1358419634344,3690.2322167332345,3655.1353511057646,3655.1358409709819,35.098849539985743,-0.00048986521745320033,-0.0019849049681397446,-0.00049085766977441381,-9.9245244200574234e-07,-9.9245248406976294e-07,4.2064020596574111e-14,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D016-HYDRO02-UPPER,16,2,upper,7267,-137.12996711902088,-172.31764758504869,137.13197268563334,172.31814505959903,172.317648587832,-35.188176937794843,0.00049647176702904972,0.0020055666124676463,0.0004974745503432132,1.0027833070580527e-06,1.0027833062337127e-06,8.2434008756441038e-16,1.4551915228366852e-11,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D016-HYDRO02-LOWER,16,2,lower,7268,-3703.6300328809739,-3668.4423524149461,3703.6280273144043,3668.4418549403958,3668.4423514121627,35.188176937794843,-0.00049647176702904972,-0.0020055665695508651,-0.00049747455022952636,-1.002783392323181e-06,-1.0027832847753222e-06,-1.0754785886320619e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D016-HYDRO03-UPPER,16,3,upper,7269,-91.390561737021926,-112.80872663220725,91.390898784455359,112.80896628243664,112.80872680073097,-21.418404376891008,0.00023948170568033333,0.00033704743343321297,0.00023965022938909897,1.6852371231834695e-07,1.6852371671658792e-07,-4.3982409720514975e-15,7.2759576141834259e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D016-HYDRO03-LOWER,16,3,lower,7270,-1938.3594382629781,-1916.9412733677927,1938.3591012155707,1916.9410337175634,1916.9412731992691,21.418404376891008,-0.00023948170568033333,-0.00033704740735629457,-0.00023965022933225555,-1.6852368389663752e-07,-1.6852370367812872e-07,1.9781491194904919e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D016-HYDRO04-UPPER,16,4,upper,7271,-93.965783525629377,-115.92774352440392,93.966157508130053,115.92800871256732,115.92774371139518,-21.962224999946692,0.00026500117214567354,0.00037398250067610661,0.00026518816339660134,1.8699125803323113e-07,1.8699125033803271e-07,7.6951984257938216e-15,7.2759576141834259e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D016-HYDRO04-LOWER,16,4,lower,7272,-1977.2842164743706,-1955.3222564755961,1977.2838424918955,1955.3219912874326,1955.3222562886049,21.962224999946692,-0.00026500117214567354,-0.00037398247513920069,-0.0002651881634392339,-1.8699120118981227e-07,-1.8699123756957976e-07,3.6379767484840138e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D017-HYDRO01-UPPER,17,1,upper,7273,-62.1905576456993,-82.352076672046678,62.199177085673078,82.355761012177311,82.352080981766676,-20.16519905675802,0.0036800304106421322,0.0086194399737777871,0.0036843401306327905,4.3097199977637501e-06,4.3097199868884188e-06,1.087533129550582e-14,7.2759576141834259e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D017-HYDRO01-LOWER,17,1,lower,7274,-3795.249442354303,-3775.0879233279557,3795.2408229143716,3775.0842389878248,3775.0879190182354,20.16519905675802,-0.0036800304106421322,-0.0086194399314081238,-0.0036843401308033208,-4.3097202251374256e-06,-4.309719965703587e-06,-2.5943383861548944e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D017-HYDRO02-UPPER,17,2,upper,7275,-61.980482144448615,-82.112622141270549,61.989039422610873,82.116282870575162,82.112626419909645,-20.135796447487458,0.0036564506655238915,0.0085572781622573757,0.0036607293046131417,4.2786390963556187e-06,4.2786390811282169e-06,1.5227401825091465e-14,7.2759576141834259e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D017-HYDRO02-LOWER,17,2,lower,7276,-3782.7095178555537,-3762.5773778587318,3782.7009605774342,3762.5737171294272,3762.5773735800926,20.135796447487458,-0.0036564506655238915,-0.0085572781194969139,-0.0036607293045562983,-4.2786391531990375e-06,-4.2786390597479855e-06,-9.3451052052154291e-14,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D017-HYDRO03-UPPER,17,3,upper,7277,-48.38582880586182,-61.056270598062838,48.386940343509316,61.05701316299119,61.056271153831659,-12.671183801360547,0.00074200915952893354,0.0011115376474961636,0.00074256492835189647,5.5576882118657522e-07,5.5576882374802054e-07,-2.5614453143097782e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D017-HYDRO03-LOWER,17,3,lower,7278,-1955.0341711941364,-1942.3637294019354,1955.0330596565154,1942.3629868370072,1942.3637288461666,12.671183801360547,-0.00074200915952893354,-0.001111537621000025,-0.00074256492825952591,-5.5576879276486579e-07,-5.5576881049995122e-07,1.7735085428843421e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D017-HYDRO04-UPPER,17,4,upper,7279,-49.426000567818846,-62.459002713385416,49.427252619833375,62.459865690304085,62.459003339411424,-13.033864496459231,0.00086235089266040177,0.0012520520145287151,0.00086297691866832338,6.2602600792160956e-07,6.260260072642886e-07,6.5732096635450496e-16,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D017-HYDRO04-LOWER,17,4,lower,7280,-1985.0539994321807,-1972.0209972866141,1985.0527473801924,1972.0201343096955,1972.0209966605883,13.033864496459231,-0.00086235089266040177,-0.0012520519883310044,-0.0008629769185972691,-6.2602589423477184e-07,-6.2602599416543324e-07,9.9930661398654188e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D018-HYDRO01-UPPER,18,1,upper,7281,-12.872539369702281,-14.565875761487405,12.890542423462502,14.569529792343312,14.565884763014285,-1.6969814211141514,0.0036450293290275493,0.018003053760221377,0.0036540308559072088,9.0015268803256276e-06,9.0015268801096969e-06,2.1593072111174977e-16,9.0949470177292824e-13,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D018-HYDRO01-LOWER,18,1,lower,7282,-3861.7374606302983,-3860.0441242385132,3861.7194575765802,3860.0404702076571,3860.0441152369863,1.6969814211141514,-0.0036450293290275493,-0.018003053718075535,-0.0036540308560688572,-9.0015269051946234e-06,-9.0015268590367759e-06,-4.6157847509442629e-14,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D018-HYDRO02-UPPER,18,2,upper,7283,-12.927506819512928,-14.619765860443295,12.946418337118009,14.623828467904159,14.619775316202098,-1.6963121926324285,0.0040531517020618857,0.018911517605081585,0.0040626074608649532,9.4557588035115714e-06,9.4557588025397502e-06,9.7182122917559288e-16,9.0949470177292824e-13,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D018-HYDRO02-LOWER,18,2,lower,7284,-3885.0524931804903,-3883.3602341395599,3885.0335816629272,3883.3561715320989,3883.3602246838009,1.6963121926324285,-0.0040531517020618857,-0.01891151756308318,-0.0040626074610372598,-9.4557590273325332e-06,-9.4557587815405481e-06,-2.4579198505886909e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D018-HYDRO03-UPPER,18,3,upper,7285,-11.916525310341967,-13.566810034706577,11.917972021829238,13.567152945211195,13.566810758062321,-1.6506269115134844,0.00034218714887424007,0.0014467114872704911,0.00034291050461732198,7.2335574330395502e-07,7.2335574363516587e-07,-3.3121084644187598e-16,9.0949470177292824e-13,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D018-HYDRO03-LOWER,18,3,lower,7286,-1989.0934746896601,-1987.4431899652955,1989.0920279781992,1987.4428470547909,1987.4431892419398,1.6506269115134844,-0.00034218714887424007,-0.0014467114608578413,-0.00034291050451429328,-7.233556971186772e-07,-7.2335573042884098e-07,3.3310163785596676e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D018-HYDRO04-UPPER,18,4,upper,7287,-11.943139346072712,-13.597052147390059,11.94459376485869,13.597394763930957,13.597052874599452,-1.6542546906488511,0.00034188933150436362,0.0014544187859772961,0.00034261654089817739,7.27209393147632e-07,7.27209392988568e-07,1.5906399952752984e-16,9.0949470177292824e-13,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D018-HYDRO04-LOWER,18,4,lower,7288,-1995.0968606539245,-1993.4429478526072,1995.095406235165,1993.4426052360664,1993.442947125398,1.6542546906488511,-0.00034188933150436362,-0.0014544187595220137,-0.00034261654082001769,-7.272092261700891e-07,-7.2720937976092679e-07,1.5359083769357282e-13,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D019-HYDRO01-UPPER,19,1,upper,7289,-20.305801602371503,-23.053599654296704,20.311510213342284,23.054391079316844,23.053602508602189,-2.7485866226398543,0.00078857071465288087,0.0057086109707817911,0.00079142502013951344,2.8543054853003014e-06,2.8543054853905811e-06,-9.027973613367872e-17,1.8189894035458565e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D019-HYDRO01-LOWER,19,1,lower,7290,-3839.5741983976259,-3836.8264003457007,3839.5684897866977,3836.8256089206807,3836.8263974913953,2.7485866226398543,-0.00078857071465288087,-0.0057086109281954123,-0.00079142501999740489,-2.8543054213514552e-06,-2.8543054640973917e-06,4.2745936540980684e-14,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D019-HYDRO02-UPPER,19,2,upper,7291,-20.189720012924226,-22.947200512513518,20.195366740452695,22.947995289941186,22.947203335877283,-2.7582724536531953,0.00079195406390342171,0.0056467275284681762,0.00079477742766798087,2.8233637650032506e-06,2.8233637642337771e-06,7.6947352840601307e-16,1.8189894035458565e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D019-HYDRO02-LOWER,19,2,lower,7292,-3807.3602799870787,-3804.6027994874894,3807.3546332595934,3804.6020047100619,3804.6027966641259,2.7582724536531953,-0.00079195406390342171,-0.005646727485327574,-0.00079477742747258162,-2.8233635021024384e-06,-2.8233637426634762e-06,2.4056103780189359e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D019-HYDRO03-UPPER,19,3,upper,7293,-19.10817737616162,-21.801326419801626,19.108932366006695,21.801574410334617,21.801326797296547,-2.6933966566780736,0.00024761303806819512,0.00075498984507404998,0.00024799053299062734,3.774949206558631e-07,3.7749492253698341e-07,-1.8811203095363857e-15,1.8189894035458565e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D019-HYDRO03-LOWER,19,3,lower,7294,-2016.4418226238377,-2013.7486735801976,2016.4410676340185,2013.7484255896647,2013.7486732027028,2.6933966566780736,-0.00024761303806819512,-0.00075498981914279284,-0.00024799053289825679,-3.7749487091787159e-07,-3.7749490957135485e-07,3.8653483250854817e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D019-HYDRO04-UPPER,19,4,upper,7295,-19.074258334196202,-21.775608589749027,19.075011308059469,21.775859310939921,21.775608966235957,-2.7016006002567874,0.00025034470396256836,0.00075297386326766969,0.00025072119089486478,3.764869305200591e-07,3.764869316337934e-07,-1.1137342938288808e-15,1.8189894035458565e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D019-HYDRO04-LOWER,19,4,lower,7296,-2010.5957416658057,-2007.8943914102529,2010.5949886919686,2007.8941406890619,2007.8943910337659,2.7016006002567874,-0.00025034470396256836,-0.00075297383705219545,-0.00025072119092328649,-3.7648692341463175e-07,-3.7648691852605627e-07,-4.8885754809041256e-15,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D020-HYDRO01-UPPER,20,1,upper,7297,-30.220265234231192,-35.774690624959476,30.223439014621682,35.775199187224629,35.774692211849668,-5.5549323661032455,0.00050697537496180445,0.0031737803904903217,0.00050856226515350045,1.5868901925841783e-06,1.586890195244986e-06,-2.6608076788577463e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D020-HYDRO01-LOWER,20,1,lower,7298,-3799.0297347657688,-3793.4753093750405,3799.0265609854214,3793.4748008127754,3793.4753077881505,5.5549323661032455,-0.00050697537496180445,-0.0031737803474243265,-0.0005085622651677113,-1.5868899936322123e-06,-1.5868901737119884e-06,1.8007977612174541e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D020-HYDRO02-UPPER,20,2,upper,7299,-30.570374436501879,-36.134932689463312,30.573743252511498,36.135518268422977,36.134934373871317,-5.5651421475130958,0.00058389455166274473,0.0033688160096190245,0.00058557895966515616,1.6844080050759658e-06,1.6844080048093268e-06,2.666389837738389e-16,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D020-HYDRO02-LOWER,20,2,lower,7300,-3847.959625563497,-3842.3950673105355,3847.9562567475296,3842.394481731576,3842.3950656261277,5.5651421475130958,-0.00058389455166274473,-0.0033688159674056806,-0.0005855789595443639,-1.6844078345457092e-06,-1.6844079837026547e-06,1.491569454753483e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D020-HYDRO03-UPPER,20,3,upper,7301,-26.948519182860764,-31.849875101688667,26.949615294934496,31.850354114647274,31.849875649744703,-4.9018343837304732,0.00047846490256997498,0.0010961120737320584,0.00047901295860697246,5.480560361093012e-07,5.4805603686596886e-07,-7.5666766079294893e-16,1.8189894035458565e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D020-HYDRO03-LOWER,20,3,lower,7302,-1978.4314808171403,-1973.5301248983124,1978.430384705093,1973.5296458853538,1973.5301243502563,4.9018343837304732,-0.00047846490256997498,-0.0010961120472074981,-0.00047901295852170733,-5.4805605032015592e-07,-5.4805602360368866e-07,-2.6716467253793741e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D020-HYDRO04-UPPER,20,4,upper,7303,-27.242758386935748,-32.173505125330848,27.243827047064237,32.173969320820412,32.173505659660911,-4.9312103995545993,0.00046366115949858511,0.0010686601284888297,0.00046419548956322387,5.3433006286240925e-07,5.34330064244356e-07,-1.381946747181363e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,1,28,INEQ-WATER-D020-HYDRO04-LOWER,20,4,lower,7304,-2001.6172416130648,-1996.6864948746697,2001.6161729529626,1996.6860306791802,1996.6864943403398,4.9312103995545993,-0.00046366115949858511,-0.0010686601021916431,-0.00046419548948506417,-5.3432995628099889e-07,-5.3433005109576265e-07,9.4814763768168045e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D014-HYDRO01-UPPER,14,1,upper,7249,-51.433182953347568,-58.667848050470639,51.433186080423283,58.668174589226794,58.667848052034181,-7.2349916343156861,0.00032653719261599434,3.1270757148149642e-06,0.00032653875615551442,1.5635421846127429e-09,1.5635378574073098e-09,4.3272054330162116e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D014-HYDRO01-LOWER,14,1,lower,7250,-3840.1168170466553,-3832.8821519495323,3840.1168139195793,3832.8818254107759,3832.8821519479684,7.2349916343156861,-0.00032653719261599434,-3.127076070086332e-06,-0.00032653875632604468,-1.5638761396985501e-09,-1.5635380350429937e-09,-3.3810465555636463e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D014-HYDRO02-UPPER,14,2,upper,7251,-50.89488223328226,-58.127017829669057,50.894885147419494,58.127294819636276,58.127017831126125,-7.2324125848969452,0.00027698851014790193,2.9141372337448956e-06,0.00027698996721881031,1.4570673556590918e-09,1.4570686168722873e-09,-1.2612131954349645e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D014-HYDRO02-LOWER,14,2,lower,7252,-3783.265117766714,-3776.0329821703272,3783.265114852577,3776.0327051803602,3776.0329821688701,7.2324125848969452,-0.00027698851014790193,-2.9141369850549381e-06,-0.00027698996700564749,-1.457010512240231e-09,-1.4570684925273086e-09,5.7980287077575952e-14,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D014-HYDRO03-UPPER,14,3,upper,7253,-44.496419264396536,-50.726457248296356,44.496420115238465,50.726855160563076,50.726457248721779,-6.230435895741115,0.00039791184129533974,8.5084192846807127e-07,0.00039791226672036828,4.2542325218164478e-10,4.254209642339888e-10,2.287947655987452e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D014-HYDRO03-LOWER,14,3,lower,7254,-1961.0135807356055,-1954.7835427517057,1961.0135798847634,1954.783144839439,1954.7835427512803,6.230435895741115,-0.00039791184129533974,-8.5084207057661843e-07,-0.00039791226663510315,-4.2541614675428718e-10,-4.2542103528826234e-10,4.8885339751523368e-15,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D014-HYDRO04-UPPER,14,4,upper,7255,-44.545968583908689,-50.788611192303506,44.54596943523034,50.789009438178866,50.788611192729171,-6.2430408538445148,0.00039824544969757625,8.5132165139611971e-07,0.00039824587535974842,4.2566483671180322e-10,4.2566082569801296e-10,4.0110137902594617e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D014-HYDRO04-LOWER,14,4,lower,7256,-1963.2840314160931,-1957.0413888076982,1963.2840305647715,1957.0409905618228,1957.0413888072726,6.2430408538445148,-0.00039824544969757625,-8.513216016581282e-07,-0.0003982458754308027,-4.2564352042973042e-10,-4.2566080082901722e-10,1.7280399286799799e-14,1.1641532182693481e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D015-HYDRO01-UPPER,15,1,upper,7257,-36.965856315917335,-41.819428477501788,36.965857509029995,41.819794539585459,41.819428478098345,-4.8539382230715677,0.00036606148711548769,1.193112659336748e-06,0.00036606208367118143,5.9655747008946491e-10,5.9655632966830827e-10,1.1404211566425846e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D015-HYDRO01-LOWER,15,1,lower,7258,-3849.0941436840803,-3844.2405715224959,3849.0941424909679,3844.2402054604122,3844.2405715218993,4.8539382230715677,-0.00036606148711548769,-1.1931124390685e-06,-0.00036606208368539228,-5.9662852436304092e-10,-5.9655621953418427e-10,-7.2304828856653233e-14,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D015-HYDRO02-UPPER,15,2,upper,7259,-36.533911762111529,-41.385240791474644,36.533912874840823,41.385574308174448,41.385240792031006,-4.8516625455065538,0.00033351614343946068,1.1127292935952937e-06,0.00033351669980419274,5.5636206752751605e-10,5.5636464679758563e-10,-2.5792700695804276e-15,3.637978807091713e-12,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D015-HYDRO02-LOWER,15,2,lower,7260,-3790.8660882378899,-3786.0147592085268,3790.8660871251609,3786.014425691827,3786.0147592079707,4.8516625455065538,-0.00033351614343946068,-1.1127290235890541e-06,-0.00033351669981129817,-5.5615601013414562e-10,-5.5636451179446583e-10,2.0850166032021341e-13,2.3283064365386963e-10,true
20260811_101510_stage_B_WATER2_4168a6e9,2,29,INEQ-WATER-D015-HYDRO03-UPPER,15,3,upper,7261,-32.917042020282679,-37.266036373894167,32.917042411180368,37.266309560455838,37.266036374089616,-4.3492675399777072,0.00027318636621931347,3.9089768932853985e-07,0.00027318656167096833,1.9544899032553076e-10,1.954488446642484e-10,1.4566128235426687e-16,3.637978807091713e-12,true
