iteration,day_id,object_type,dimension,rhs_count,factorization_count,minimum_absolute_pivot,pivot_tolerance,numerical_zero_pivot_count,maximum_rhs_relative_residual,initial_maximum_rhs_relative_residual,refinement_enabled,refinement_triggered,refinement_maximum_passes,refinement_passes_applied,refinement_additional_factorization_count,warning_present,warning_continued,blocking_warning_present,solution_finite
1,19,daily_joint,618,15,1,5.2188400060190612e-05,1.0977885267493548e-12,0,2.6739857719807214e-14,2.6739857719807214e-14,true,false,3,0,0,false,false,false,true
1,20,daily_joint,618,15,1,5.2585184576048936e-05,1.0977885267493548e-12,0,3.4598771258537208e-14,3.4598771258537208e-14,true,false,3,0,0,false,false,false,true
1,21,daily_joint,617,15,1,5.3059440629472289e-05,1.0960121699099545e-12,0,1.5506438775359818e-14,1.5506438775359818e-14,true,false,3,0,0,false,false,false,true
1,22,daily_joint,618,15,1,5.2284722027760249e-05,1.0977885267493548e-12,0,3.1248371746228321e-14,3.1248371746228321e-14,true,false,3,0,0,false,false,false,true
1,23,daily_joint,618,15,1,5.2165275428848422e-05,1.0977885267493548e-12,0,3.6978773713592175e-14,3.6978773713592175e-14,true,false,3,0,0,false,false,false,true
1,24,daily_joint,618,15,1,5.1504675861021954e-05,1.0977885267493548e-12,0,1.2185270528825723e-14,1.2185270528825723e-14,true,false,3,0,0,false,false,false,true
1,25,daily_joint,617,15,1,5.31500258520423e-05,1.0960121699099545e-12,0,1.6152765502542237e-14,1.6152765502542237e-14,true,false,3,0,0,false,false,false,true
1,26,daily_joint,618,15,1,5.3020412673657423e-05,1.0977885267493548e-12,0,1.530506252803189e-14,1.530506252803189e-14,true,false,3,0,0,false,false,false,true
1,27,daily_joint,618,15,1,5.2296347744067457e-05,1.0977885267493548e-12,0,2.5144694891074927e-14,2.5144694891074927e-14,true,false,3,0,0,false,false,false,true
1,28,daily_joint,618,15,1,5.1390482411096564e-05,1.0977885267493548e-12,0,1.5571913871324783e-14,1.5571913871324783e-14,true,false,3,0,0,false,false,false,true
1,29,daily_joint,618,15,1,5.251071608219776e-05,1.0977885267493548e-12,0,3.6516284580012289e-14,3.6516284580012289e-14,true,false,3,0,0,false,false,false,true
1,30,daily_joint,618,15,1,5.2893392136947395e-05,1.0977885267493548e-12,0,1.7694310323208242e-14,1.7694310323208242e-14,true,false,3,0,0,false,false,false,true
1,NaN,global_core_16,16,1,1,0.61803398874989468,3.5527136788005009e-15,0,2.4462760560166059e-16,2.4462760560166059e-16,true,false,3,0,0,false,false,false,true
2,1,daily_joint,618,15,1,4.6248544202930923e-05,1.0977885267493548e-12,0,1.9165991925831885e-14,1.9165991925831885e-14,true,false,3,0,0,false,false,false,true
2,2,daily_joint,618,15,1,4.9992673246026702e-05,1.0977885267493548e-12,0,2.6849166958968314e-14,2.6849166958968314e-14,true,false,3,0,0,false,false,false,true
2,3,daily_joint,618,15,1,5.6223768471567983e-05,1.0977885267493548e-12,0,1.8600199979091954e-14,1.8600199979091954e-14,true,false,3,0,0,false,false,false,true
2,4,daily_joint,618,15,1,4.6313964594126526e-05,1.0977885267493548e-12,0,3.2837252429195393e-14,3.2837252429195393e-14,true,false,3,0,0,false,false,false,true
2,5,daily_joint,618,15,1,4.3468174342614751e-05,1.0977885267493548e-12,0,1.3679101346512169e-14,1.3679101346512169e-14,true,false,3,0,0,false,false,false,true
2,6,daily_joint,618,15,1,8.4544386861313962e-05,1.0977885267493548e-12,0,4.9218842013180322e-15,4.9218842013180322e-15,true,false,3,0,0,false,false,false,true
2,7,daily_joint,618,15,1,0.00012103514307344554,5.4889426337467739e-13,0,2.0021012008150662e-15,2.0021012008150662e-15,true,false,3,0,0,false,false,false,true
2,8,daily_joint,618,15,1,7.5746458342184169e-05,1.0977885267493548e-12,0,6.5078678090642179e-15,6.5078678090642179e-15,true,false,3,0,0,false,false,false,true
2,9,daily_joint,618,15,1,0.00010232755215657095,1.0977885267493548e-12,0,3.6084681532440883e-15,3.6084681532440883e-15,true,false,3,0,0,false,false,false,true
2,10,daily_joint,618,15,1,0.00010744567297188064,1.0977885267493548e-12,0,3.8716160769881988e-15,3.8716160769881988e-15,true,false,3,0,0,false,false,false,true
2,11,daily_joint,618,15,1,0.00011177410793866893,1.0977885267493548e-12,0,3.4203025647243723e-15,3.4203025647243723e-15,true,false,3,0,0,false,false,false,true
2,12,daily_joint,618,15,1,7.1247560931128698e-05,1.0977885267493548e-12,0,1.5129667416342261e-14,1.5129667416342261e-14,true,false,3,0,0,false,false,false,true
2,13,daily_joint,618,15,1,7.4436606469725273e-05,1.0977885267493548e-12,0,1.2047242410404931e-14,1.2047242410404931e-14,true,false,3,0,0,false,false,false,true
2,14,daily_joint,617,15,1,5.8726555956298454e-05,1.0960121699099545e-12,0,1.7671845562031201e-14,1.7671845562031201e-14,true,false,3,0,0,false,false,false,true
2,15,daily_joint,618,15,1,4.4081022014168585e-05,1.0977885267493548e-12,0,2.9922729268618448e-14,2.9922729268618448e-14,true,false,3,0,0,false,false,false,true
2,16,daily_joint,617,15,1,0.00010472299431590991,1.0960121699099545e-12,0,5.9545337655190471e-15,5.9545337655190471e-15,true,false,3,0,0,false,false,false,true
2,17,daily_joint,618,15,1,0.00010625078043450556,1.0977885267493548e-12,0,2.3612670577844462e-15,2.3612670577844462e-15,true,false,3,0,0,false,false,false,true
2,18,daily_joint,618,15,1,6.7686558886273946e-05,1.0977885267493548e-12,0,1.8306488227910988e-14,1.8306488227910988e-14,true,false,3,0,0,false,false,false,true
2,19,daily_joint,618,15,1,4.4181348004743122e-05,1.0977885267493548e-12,0,3.2452673175004855e-14,3.2452673175004855e-14,true,false,3,0,0,false,false,false,true
2,20,daily_joint,618,15,1,3.8546441788266018e-05,1.0977885267493548e-12,0,2.2533129316922144e-14,2.2533129316922144e-14,true,false,3,0,0,false,false,false,true
2,21,daily_joint,617,15,1,8.5695045785509849e-05,1.0960121699099545e-12,0,6.0176656576237551e-15,6.0176656576237551e-15,true,false,3,0,0,false,false,false,true
2,22,daily_joint,618,15,1,5.0769750656535142e-05,1.0977885267493548e-12,0,2.8544332954590276e-14,2.8544332954590276e-14,true,false,3,0,0,false,false,false,true
2,23,daily_joint,618,15,1,3.5692851424133376e-05,1.0977885267493548e-12,0,3.5954603073020555e-14,3.5954603073020555e-14,true,false,3,0,0,false,false,false,true
2,24,daily_joint,618,15,1,0.00010886855975464811,1.0977885267493548e-12,0,3.5381835070243334e-15,3.5381835070243334e-15,true,false,3,0,0,false,false,false,true
2,25,daily_joint,617,15,1,3.7415778562373432e-05,1.0960121699099545e-12,0,1.8659391870671923e-14,1.8659391870671923e-14,true,false,3,0,0,false,false,false,true
2,26,daily_joint,618,15,1,8.3041563355752273e-05,1.0977885267493548e-12,0,7.0647583631498667e-15,7.0647583631498667e-15,true,false,3,0,0,false,false,false,true
2,27,daily_joint,618,15,1,3.7412270516330961e-05,1.0977885267493548e-12,0,1.6009159560972078e-14,1.6009159560972078e-14,true,false,3,0,0,false,false,false,true
2,28,daily_joint,618,15,1,8.5850596079665593e-05,1.0977885267493548e-12,0,8.218655666820852e-15,8.218655666820852e-15,true,false,3,0,0,false,false,false,true
2,29,daily_joint,618,15,1,2.8978559897669141e-05,1.0977885267493548e-12,0,3.8113369714647087e-14,3.8113369714647087e-14,true,false,3,0,0,false,false,false,true
2,30,daily_joint,618,15,1,4.4678994773384578e-05,1.0977885267493548e-12,0,2.307809293327835e-14,2.307809293327835e-14,true,false,3,0,0,false,false,false,true
2,NaN,global_core_16,16,1,1,0.61803398874989479,3.5527136788005009e-15,0,1.7654509389771512e-16,1.7654509389771512e-16,true,false,3,0,0,false,false,false,true
3,1,daily_joint,618,15,1,4.1140043614776778e-05,1.0977885267493548e-12,0,2.176823678648083e-14,2.176823678648083e-14,true,false,3,0,0,false,false,false,true
3,2,daily_joint,618,15,1,4.4063697586798264e-05,1.0977885267493548e-12,0,1.9212867246937917e-14,1.9212867246937917e-14,true,false,3,0,0,false,false,false,true
3,3,daily_joint,618,15,1,4.91157637591117e-05,1.0977885267493548e-12,0,1.5387881577261309e-14,1.5387881577261309e-14,true,false,3,0,0,false,false,false,true
3,4,daily_joint,618,15,1,4.1424697043611411e-05,1.0977885267493548e-12,0,1.9375025344918306e-14,1.9375025344918306e-14,true,false,3,0,0,false,false,false,true
3,5,daily_joint,618,15,1,3.9825028615028836e-05,1.0977885267493548e-12,0,9.1468775207303571e-15,9.1468775207303571e-15,true,false,3,0,0,false,false,false,true
3,6,daily_joint,618,15,1,6.6295964601430538e-05,1.0977885267493548e-12,0,6.3269577048334133e-15,6.3269577048334133e-15,true,false,3,0,0,false,false,false,true
3,7,daily_joint,618,15,1,9.4509016534610337e-05,5.4889426337467739e-13,0,3.8439242796632238e-15,3.8439242796632238e-15,true,false,3,0,0,false,false,false,true
3,8,daily_joint,618,15,1,6.3198797527066821e-05,1.0977885267493548e-12,0,9.2264411550850912e-15,9.2264411550850912e-15,true,false,3,0,0,false,false,false,true
3,9,daily_joint,618,15,1,7.8260874208422625e-05,1.0977885267493548e-12,0,5.1072985586076418e-15,5.1072985586076418e-15,true,false,3,0,0,false,false,false,true
3,10,daily_joint,618,15,1,8.2747452530505729e-05,1.0977885267493548e-12,0,4.6071438949604097e-15,4.6071438949604097e-15,true,false,3,0,0,false,false,false,true
3,11,daily_joint,618,15,1,8.6718137665176437e-05,1.0977885267493548e-12,0,5.1326371037862178e-15,5.1326371037862178e-15,true,false,3,0,0,false,false,false,true
3,12,daily_joint,618,15,1,5.848577677354946e-05,1.0977885267493548e-12,0,1.2985773498388965e-14,1.2985773498388965e-14,true,false,3,0,0,false,false,false,true
3,13,daily_joint,618,15,1,6.010571290299273e-05,1.0977885267493548e-12,0,1.2493259064780518e-14,1.2493259064780518e-14,true,false,3,0,0,false,false,false,true
3,14,daily_joint,617,15,1,5.0580904304552756e-05,1.0960121699099545e-12,0,1.4662426278117922e-14,1.4662426278117922e-14,true,false,3,0,0,false,false,false,true
3,15,daily_joint,618,15,1,4.0646082805519654e-05,1.0977885267493548e-12,0,1.7361353204013419e-14,1.7361353204013419e-14,true,false,3,0,0,false,false,false,true
3,16,daily_joint,617,15,1,8.1816616208528855e-05,1.0960121699099545e-12,0,4.5821123619871463e-15,4.5821123619871463e-15,true,false,3,0,0,false,false,false,true
3,17,daily_joint,618,15,1,8.2635694811827509e-05,1.0977885267493548e-12,0,4.0061966149950161e-15,4.0061966149950161e-15,true,false,3,0,0,false,false,false,true
3,18,daily_joint,618,15,1,5.6511947150262295e-05,1.0977885267493548e-12,0,1.5919317111586155e-14,1.5919317111586155e-14,true,false,3,0,0,false,false,false,true
3,19,daily_joint,618,15,1,4.04053406415707e-05,1.0977885267493548e-12,0,1.6251115648340101e-14,1.6251115648340101e-14,true,false,3,0,0,false,false,false,true
3,20,daily_joint,618,15,1,3.5937038784177582e-05,1.0977885267493548e-12,0,1.7251588694997761e-14,1.7251588694997761e-14,true,false,3,0,0,false,false,false,true
3,21,daily_joint,617,15,1,7.0326281161231061e-05,1.0960121699099545e-12,0,6.0299125009675061e-15,6.0299125009675061e-15,true,false,3,0,0,false,false,false,true
3,22,daily_joint,618,15,1,4.4311681393587086e-05,1.0977885267493548e-12,0,1.582498610160479e-14,1.582498610160479e-14,true,false,3,0,0,false,false,false,true
3,23,daily_joint,618,15,1,3.4025761972143497e-05,1.0977885267493548e-12,0,2.3868216686477466e-14,2.3868216686477466e-14,true,false,3,0,0,false,false,false,true
3,24,daily_joint,618,15,1,8.7536689900222152e-05,1.0977885267493548e-12,0,5.1119031762915684e-15,5.1119031762915684e-15,true,false,3,0,0,false,false,false,true
3,25,daily_joint,617,15,1,3.5118828377649196e-05,1.0960121699099545e-12,0,1.8602184343920439e-14,1.8602184343920439e-14,true,false,3,0,0,false,false,false,true
3,26,daily_joint,618,15,1,6.6885494437927213e-05,1.0977885267493548e-12,0,1.3347914557053961e-14,1.3347914557053961e-14,true,false,3,0,0,false,false,false,true
3,27,daily_joint,618,15,1,3.5185377378969053e-05,1.0977885267493548e-12,0,1.1104013798933076e-14,1.1104013798933076e-14,true,false,3,0,0,false,false,false,true
3,28,daily_joint,618,15,1,6.8609794690846338e-05,1.0977885267493548e-12,0,1.2220345734887474e-14,1.2220345734887474e-14,true,false,3,0,0,false,false,false,true
3,29,daily_joint,618,15,1,2.9566244768622388e-05,1.0977885267493548e-12,0,3.899018197762991e-14,3.899018197762991e-14,true,false,3,0,0,false,false,false,true
3,30,daily_joint,618,15,1,3.9805163721937865e-05,1.0977885267493548e-12,0,1.2874903718870792e-14,1.2874903718870792e-14,true,false,3,0,0,false,false,false,true
3,NaN,global_core_16,16,1,1,0.61803398874989479,7.1054273576010019e-15,0,3.6092220205941616e-16,3.6092220205941616e-16,true,false,3,0,0,false,false,false,true
4,1,daily_joint,618,15,1,1.9364852923123123e-05,1.0977885267493548e-12,0,3.722060349785089e-14,3.722060349785089e-14,true,false,3,0,0,false,false,false,true
4,2,daily_joint,618,15,1,1.592610905860515e-05,1.0977885267493548e-12,0,3.4407785094436063e-14,3.4407785094436063e-14,true,false,3,0,0,false,false,false,true
4,3,daily_joint,618,15,1,2.4108569224130224e-05,1.0977885267493548e-12,0,2.5966310308765949e-14,2.5966310308765949e-14,true,false,3,0,0,false,false,false,true
4,4,daily_joint,618,15,1,1.4243402659084734e-05,1.0977885267493548e-12,0,3.5021828889957233e-14,3.5021828889957233e-14,true,false,3,0,0,false,false,false,true
4,5,daily_joint,618,15,1,1.7741563587630146e-05,1.0977885267493548e-12,0,1.6862177755109668e-14,1.6862177755109668e-14,true,false,3,0,0,false,false,false,true
4,6,daily_joint,618,15,1,4.3803514012121062e-05,1.0977885267493548e-12,0,1.5190625803421795e-14,1.5190625803421795e-14,true,false,3,0,0,false,false,false,true
4,7,daily_joint,618,15,1,7.8402372941718359e-05,1.0977885267493548e-12,0,7.05801462873384e-15,7.05801462873384e-15,true,false,3,0,0,false,false,false,true
4,8,daily_joint,618,15,1,4.525953571570811e-05,1.0977885267493548e-12,0,2.0762429975649545e-14,2.0762429975649545e-14,true,false,3,0,0,false,false,false,true
4,9,daily_joint,618,15,1,5.4532659209870853e-05,1.0977885267493548e-12,0,7.3138318975116397e-15,7.3138318975116397e-15,true,false,3,0,0,false,false,false,true
4,10,daily_joint,618,15,1,5.6732724578574642e-05,1.0977885267493548e-12,0,5.3029146947412039e-15,5.3029146947412039e-15,true,false,3,0,0,false,false,false,true
4,11,daily_joint,618,15,1,6.3123503757262533e-05,1.0977885267493548e-12,0,1.175936217079899e-14,1.175936217079899e-14,true,false,3,0,0,false,false,false,true
4,12,daily_joint,618,15,1,3.3267903108604134e-05,1.0977885267493548e-12,0,3.4980075947883032e-14,3.4980075947883032e-14,true,false,3,0,0,false,false,false,true
4,13,daily_joint,618,15,1,4.1530529807263189e-05,1.0977885267493548e-12,0,2.0740783571248919e-14,2.0740783571248919e-14,true,false,3,0,0,false,false,false,true
4,14,daily_joint,617,15,1,3.0776031314708799e-05,1.0960121699099545e-12,0,1.7234511579675881e-14,1.7234511579675881e-14,true,false,3,0,0,false,false,false,true
4,15,daily_joint,618,15,1,2.1193314770896023e-05,1.0977885267493548e-12,0,3.657498760986831e-14,3.657498760986831e-14,true,false,3,0,0,false,false,false,true
4,16,daily_joint,617,15,1,6.4824497132186384e-05,1.0960121699099545e-12,0,5.9679371671046614e-15,5.9679371671046614e-15,true,false,3,0,0,false,false,false,true
4,17,daily_joint,618,15,1,6.1090850359697506e-05,1.0977885267493548e-12,0,1.1111436914046271e-14,1.1111436914046271e-14,true,false,3,0,0,false,false,false,true
4,18,daily_joint,618,15,1,2.8248797306834224e-05,1.0977885267493548e-12,0,2.1230156135511181e-14,2.1230156135511181e-14,true,false,3,0,0,false,false,false,true
4,19,daily_joint,618,15,1,2.0662080821167077e-05,1.0977885267493548e-12,0,2.4026419603535956e-14,2.4026419603535956e-14,true,false,3,0,0,false,false,false,true
4,20,daily_joint,618,15,1,1.2306162551176843e-05,1.0977885267493548e-12,0,4.7990404862834736e-14,4.7990404862834736e-14,true,false,3,0,0,false,false,false,true
4,21,daily_joint,617,15,1,5.0450901445725059e-05,1.0960121699099545e-12,0,9.1665554863634495e-15,9.1665554863634495e-15,true,false,3,0,0,false,false,false,true
4,22,daily_joint,618,15,1,2.5434876945261797e-05,1.0977885267493548e-12,0,3.2892663431325874e-14,3.2892663431325874e-14,true,false,3,0,0,false,false,false,true
4,23,daily_joint,618,15,1,8.7783751471909062e-06,1.0977885267493548e-12,0,7.7062906001192097e-14,7.7062906001192097e-14,true,false,3,0,0,false,false,false,true
4,24,daily_joint,618,15,1,5.9080729818946044e-05,1.0977885267493548e-12,0,1.3015723813294522e-14,1.3015723813294522e-14,true,false,3,0,0,false,false,false,true
4,25,daily_joint,617,15,1,1.6578737786811933e-05,1.0960121699099545e-12,0,3.1995157248217599e-14,3.1995157248217599e-14,true,false,3,0,0,false,false,false,true
4,26,daily_joint,618,15,1,4.8187917464611205e-05,1.0977885267493548e-12,0,9.3458088846427711e-15,9.3458088846427711e-15,true,false,3,0,0,false,false,false,true
4,27,daily_joint,618,15,1,1.4457835433841729e-05,1.0977885267493548e-12,0,3.6200914643269581e-14,3.6200914643269581e-14,true,false,3,0,0,false,false,false,true
4,28,daily_joint,618,15,1,4.7578158238910701e-05,1.0977885267493548e-12,0,2.0706274751155925e-14,2.0706274751155925e-14,true,false,3,0,0,false,false,false,true
4,29,daily_joint,618,15,1,7.8453264274337236e-06,1.0977885267493548e-12,0,1.0388732777312177e-13,1.0388732777312177e-13,true,false,3,0,0,false,false,false,true
4,30,daily_joint,618,15,1,1.5073884663322285e-05,1.0977885267493548e-12,0,2.6750725975787901e-14,2.6750725975787901e-14,true,false,3,0,0,false,false,false,true
4,NaN,global_core_16,16,1,1,0.61803398874989501,7.1054273576010019e-15,0,2.0179650028813249e-16,2.0179650028813249e-16,true,false,3,0,0,false,false,false,true
5,1,daily_joint,618,15,1,2.6562524449712337e-05,1.0977885267493548e-12,0,5.2114779988281947e-14,5.2114779988281947e-14,true,false,3,0,0,false,false,false,true
5,2,daily_joint,618,15,1,2.7420918088094408e-05,1.0977885267493548e-12,0,3.4117425679823112e-14,3.4117425679823112e-14,true,false,3,0,0,false,false,false,true
5,3,daily_joint,618,15,1,2.9489216301898086e-05,1.0977885267493548e-12,0,1.9442392357650881e-14,1.9442392357650881e-14,true,false,3,0,0,false,false,false,true
5,4,daily_joint,618,15,1,1.4517851786822125e-05,1.0977885267493548e-12,0,3.4858064973057267e-14,3.4858064973057267e-14,true,false,3,0,0,false,false,false,true
5,5,daily_joint,618,15,1,2.7126554720444113e-05,1.0977885267493548e-12,0,1.5038612077804466e-14,1.5038612077804466e-14,true,false,3,0,0,false,false,false,true
5,6,daily_joint,618,15,1,4.3283923488057129e-05,1.0977885267493548e-12,0,2.5300718934571514e-14,2.5300718934571514e-14,true,false,3,0,0,false,false,false,true
5,7,daily_joint,618,15,1,0.0001178210010757949,1.0977885267493548e-12,0,1.6690112083986434e-14,1.6690112083986434e-14,true,false,3,0,0,false,false,false,true
5,8,daily_joint,618,15,1,5.5529138428077022e-05,1.0977885267493548e-12,0,3.1281684755257961e-14,3.1281684755257961e-14,true,false,3,0,0,false,false,false,true
5,9,daily_joint,618,15,1,7.3143950148882696e-05,1.0977885267493548e-12,0,6.8448793124302756e-15,6.8448793124302756e-15,true,false,3,0,0,false,false,false,true
5,10,daily_joint,618,15,1,6.70746231859836e-05,1.0977885267493548e-12,0,1.0811291167847514e-14,1.0811291167847514e-14,true,false,3,0,0,false,false,false,true
5,11,daily_joint,618,15,1,7.6180224607059249e-05,1.0977885267493548e-12,0,2.5606286532850097e-14,2.5606286532850097e-14,true,false,3,0,0,false,false,false,true
5,12,daily_joint,618,15,1,1.771575011049573e-05,1.0977885267493548e-12,0,7.7148147749147833e-14,7.7148147749147833e-14,true,false,3,0,0,false,false,false,true
5,13,daily_joint,618,15,1,7.63241804122692e-05,5.4889426337467739e-13,0,8.0757411847117214e-15,8.0757411847117214e-15,true,false,3,0,0,false,false,false,true
5,14,daily_joint,617,15,1,6.5933870840616233e-05,1.0960121699099545e-12,0,9.5587918158208095e-15,9.5587918158208095e-15,true,false,3,0,0,false,false,false,true
5,15,daily_joint,618,15,1,3.4317002409953466e-05,1.0977885267493548e-12,0,2.0318446976685299e-14,2.0318446976685299e-14,true,false,3,0,0,false,false,false,true
5,16,daily_joint,617,15,1,0.00011704712989911998,5.4800608495497727e-13,0,2.8535950476083297e-15,2.8535950476083297e-15,true,false,3,0,0,false,false,false,true
5,17,daily_joint,618,15,1,8.3614941778993796e-05,1.0977885267493548e-12,0,1.0419600784856811e-14,1.0419600784856811e-14,true,false,3,0,0,false,false,false,true
5,18,daily_joint,618,15,1,1.6402716468045638e-05,1.0977885267493548e-12,0,5.4610953643394341e-14,5.4610953643394341e-14,true,false,3,0,0,false,false,false,true
5,19,daily_joint,618,15,1,3.822967607909832e-05,1.0977885267493548e-12,0,1.1400120014915605e-14,1.1400120014915605e-14,true,false,3,0,0,false,false,false,true
5,20,daily_joint,618,15,1,1.8978443383282289e-05,1.0977885267493548e-12,0,4.0573257259013616e-14,4.0573257259013616e-14,true,false,3,0,0,false,false,false,true
5,21,daily_joint,617,15,1,7.7368667743246623e-05,1.0960121699099545e-12,0,3.8968570115386548e-15,3.8968570115386548e-15,true,false,3,0,0,false,false,false,true
5,22,daily_joint,618,15,1,4.6401949384991925e-05,1.0977885267493548e-12,0,9.9537776075192054e-15,9.9537776075192054e-15,true,false,3,0,0,false,false,false,true
5,23,daily_joint,618,15,1,2.0240370997473092e-05,1.0977885267493548e-12,0,2.6016431490980989e-14,2.6016431490980989e-14,true,false,3,0,0,false,false,false,true
5,24,daily_joint,618,15,1,8.4519770512637019e-05,1.0977885267493548e-12,0,3.5777688031573293e-14,3.5777688031573293e-14,true,false,3,0,0,false,false,false,true
5,25,daily_joint,617,15,1,3.1020559035348027e-05,1.0960121699099545e-12,0,1.7848719712902058e-14,1.7848719712902058e-14,true,false,3,0,0,false,false,false,true
5,26,daily_joint,618,15,1,7.4717250306167865e-05,1.0977885267493548e-12,0,1.1512423629740945e-14,1.1512423629740945e-14,true,false,3,0,0,false,false,false,true
5,27,daily_joint,618,15,1,3.1855181434741186e-05,1.0977885267493548e-12,0,1.2028512205369e-14,1.2028512205369e-14,true,false,3,0,0,false,false,false,true
5,28,daily_joint,618,15,1,6.9601996588529257e-05,1.0977885267493548e-12,0,2.333820013901961e-14,2.333820013901961e-14,true,false,3,0,0,false,false,false,true
5,29,daily_joint,618,15,1,2.1277610402114104e-05,1.0977885267493548e-12,0,4.0128205385967871e-14,4.0128205385967871e-14,true,false,3,0,0,false,false,false,true
5,30,daily_joint,618,15,1,2.100286579116283e-05,1.0977885267493548e-12,0,1.9127151808439201e-14,1.9127151808439201e-14,true,false,3,0,0,false,false,false,true
5,NaN,global_core_16,16,1,1,0.61803398874989468,7.1054273576010019e-15,0,4.4249719470710911e-16,4.4249719470710911e-16,true,false,3,0,0,false,false,false,true
6,1,daily_joint,618,15,1,1.4330492021347106e-05,1.0977885267493548e-12,0,8.9253887686354513e-14,8.9253887686354513e-14,true,false,3,0,0,false,false,false,true
6,2,daily_joint,618,15,1,1.2039421047423624e-05,1.0977885267493548e-12,0,2.9424741953257259e-14,2.9424741953257259e-14,true,false,3,0,0,false,false,false,true
6,3,daily_joint,618,15,1,2.0015660829612701e-05,1.0977885267493548e-12,0,1.1441797978947481e-14,1.1441797978947481e-14,true,false,3,0,0,false,false,false,true
6,4,daily_joint,618,15,1,1.2564671710501437e-05,1.0977885267493548e-12,0,3.0991744030925371e-14,3.0991744030925371e-14,true,false,3,0,0,false,false,false,true
6,5,daily_joint,618,15,1,1.7901427154470419e-05,1.0977885267493548e-12,0,1.7077045814614967e-14,1.7077045814614967e-14,true,false,3,0,0,false,false,false,true
6,6,daily_joint,618,15,1,2.6291756689834502e-05,1.0977885267493548e-12,0,3.4227391883261516e-14,3.4227391883261516e-14,true,false,3,0,0,false,false,false,true
6,7,daily_joint,618,15,1,6.1647994295974237e-05,1.0977885267493548e-12,0,2.0798384402001852e-14,2.0798384402001852e-14,true,false,3,0,0,false,false,false,true
6,8,daily_joint,618,15,1,2.1536280428783891e-05,1.0977885267493548e-12,0,6.113536273935156e-14,6.113536273935156e-14,true,false,3,0,0,false,false,false,true
