iteration,state_update_accepted,objective_raw,objective_scaled,primal_equality_inf,primal_inequality_inf,dual_raw_inf,dual_scaled_inf,mean_lz_raw,mean_lz_scaled,alpha_primal,alpha_dual,sigma,tau,min_l_before,min_z_before,min_l_after,min_z_after,water_hessian_nnz,water_hessian_fro_norm,recursive_full_kkt_relative_residual,full_kkt_direction_relative_error,daily_local_response_maximum_relative_residual,recursive_final_kkt_relative_residual,daily_numerical_zero_pivot_day_count,daily_joint_factorization_count,full_kkt_audit_executed,maximum_water_violation,iteration_time_seconds,cumulative_time_seconds,convergence_candidate,convergence_accepted,fixed_zero_count,fixed_zero_maximum_absolute_value,fixed_zero_maximum_absolute_direction,fixed_zero_exact,uncorrected_primal_inequality_inf,water_correction_maximum_absolute_remainder,water_correction_maximum_trial_residual,water_correction_maximum_corrected_residual,water_correction_maximum_closure_error,water_correction_minimum_corrected_l,water_correction_rebuild_closure_error,water_slack_second_order_correction_applied,water_slack_second_order_correction_scope_count,water_correction_fraction,water_correction_fraction_limited,full_water_correction_centrality_safe,full_water_correction_feasible,minimum_full_correction_candidate_l,minimum_corrected_to_trial_water_slack_ratio,water_correction_limiting_constraint_id
11,true,50258605681.666512,10214.862625607986,8.2982296589761972e-09,6.9261721691304956e-08,1806.769903039039,0.0003672188295975598,6028450.4993263697,1.2252586967083332,0.12397643665579205,0.25105314103102883,0.10000000000000001,0.99950000000000006,0.46517694121554087,4.536095192753109e-05,0.082881647281112691,2.5146490045743763e-05,672,0.0004370917822186866,1.1960616274634231e-14,8.8130870203020782e-14,2.2884564259368108e-12,1.1960613489959088e-14,0,8,true,0,21.463661900000002,219.16998359999999,false,false,422,0,0,true,0.2349229256013281,0.2349228573055567,0.2349229256013281,6.9261721691304956e-08,4.0470524566084344e-13,10.356618756609294,4.0470524566084344e-13,true,56,1,false,true,true,10.356618756609294,0.97901735558066638,
12,true,49486623105.821251,10057.960223428952,6.9803718361072242e-09,5.8273396774666253e-08,1531.3010324617583,0.00031123087226342383,5198714.8966412824,1.0566182204745092,0.15864931354144685,0.15213251947318787,0.10000000000000001,0.99950000000000006,0.082881647281112691,2.5146490045743763e-05,0.10950844622681188,9.1208120839292306e-06,672,0.00037237802277533379,1.467621519224255e-14,9.8353410781202338e-14,2.2753362565733153e-12,1.4676225106543754e-14,0,8,true,0,21.2356342,241.05107889999999,false,false,422,0,0,true,0.56187969102734669,0.56187963401367647,0.56187969102734669,5.8273396774666253e-08,2.379662871082572e-13,10.262659415459558,2.379662871082572e-13,true,56,1,false,true,true,10.262659415459558,0.94861488398686611,
13,true,48723118632.327034,9902.780961987055,5.8225850807502866e-09,4.8617106784831776e-08,2181.3591962482615,0.00044335262040329226,3902566.2753523141,0.79318114478842972,0.16570665215930169,0.29438994405354124,0.10000000000000001,0.99950000000000006,0.10950844622681188,9.1208120839292306e-06,0.11987228235702219,4.3992073072915416e-06,672,0.00034301426850097036,1.7940375216849213e-14,1.1022515195797097e-13,3.1075484359540531e-12,1.794037819692931e-14,0,8,true,0,21.4944974,263.18970030000003,false,false,422,0,0,true,1.1371514406374654,1.1371513930713391,1.1371514406374654,4.8617106784831776e-08,3.521733250226158e-13,9.3515797530806317,3.521733250226158e-13,true,56,1,false,true,true,9.3515797530806317,0.8919656964272169,
14,true,48469284992.978813,9851.1902797440325,5.1750248530879617e-09,4.3199111843250648e-08,1592.3168481314178,0.00032363209523014747,3746140.1868450963,0.76138816160693834,0.11144217916092107,0.038020355743720709,0.10000000000000001,0.99950000000000006,0.11987228235702219,4.3992073072915416e-06,0.0013213213290148573,5.4150198197707583e-06,672,0.00030450319251650298,2.5640724272888887e-14,4.5669376242792451e-13,2.9816815448495401e-12,2.5640724334254708e-14,0,8,true,0,20.675108699999999,284.45642939999999,false,false,422,0,0,true,0.49050621823219309,0.49050617596693868,0.49050621823219309,4.3199111843250648e-08,4.0894508495422139e-13,9.0293773356962799,4.0894508495422139e-13,true,56,1,false,true,true,9.0293773356962799,0.9484756115591122,
15,true,47459752628.174515,9646.0068234440732,3.8735379348509014e-09,0.68184631078526081,2907.9322765675588,0.00059102572239772,3208529.4182502101,0.65212090134851186,0.25108337531160591,0.14158852706894681,0.10000000000000001,0.99950000000000006,0.0013213213290148573,5.4150198197707583e-06,0.11561227489269754,1.2952317029256248e-06,672,0.00029801584940377328,2.5081792546389857e-14,1.9430042747306913e-13,3.0764479895490907e-12,2.5081789517085568e-14,0,8,true,0,21.949225800000001,307.13407569999998,false,false,422,0,0,true,8.6793381793952911,8.6793381477421399,8.6793381793952911,0.68184631078526081,4.1292850757636279e-13,0.89305548129829049,4.1292850757636279e-13,true,56,0.92144029100773239,true,false,true,0.21120920216618089,0.10044999999999996,INEQ-WATER-D018-HYDRO02-UPPER
16,true,47236295566.2397,9600.5900602962101,3.5015546018257737e-09,0.61594112591580041,1893.5415756889122,0.00038485482852532171,2320592.6587257893,0.47165127041169286,0.096656950146961268,0.33348075775114144,0.10000000000000001,0.99950000000000006,0.11561227489269754,1.2952317029256248e-06,0.03441743086131055,0.00012769661611605754,672,0.00028776152351739782,3.0468856928116816e-14,1.2771689379268657e-12,3.5622807384743352e-12,3.046886275210906e-14,0,8,true,0,21.2398886,329.08877239999998,false,false,422,0,0,true,1.0030166941981913,0.40605977031060325,1.0030166941981913,0.61594112591580041,3.5994818237128356e-13,0.769960657331343,3.5994818237128356e-13,true,56,1,false,true,true,0.769960657331343,0.66545942148261439,
17,true,47197841669.498314,9592.7744580266099,3.3141986932605505e-09,0.5834828887866168,1844.0460149639421,0.00037479505176618577,2282534.3083102396,0.46391606136680874,0.052696979895478939,0.0164900219778495,0.10000000000000001,0.99950000000000006,0.03441743086131055,0.00012769661611605754,0.0010887206290814966,3.1040388355565995e-06,672,0.00025576519819946945,4.2411319122992208e-14,4.6568416203850256e-13,3.1063788860546866e-12,4.2411319989289113e-14,0,8,true,0,20.725778099999999,350.5436449,false,false,422,0,0,true,0.58466896987414019,0.0018056098355912764,0.58466896987414019,0.5834828887866168,3.491373856689961e-13,0.90956571000171227,3.491373856689961e-13,true,56,1,false,true,true,0.90956571000171227,0.99869769008512754,
18,true,46678825320.855537,9487.2864400061535,2.6793713914230466e-09,0.47138795371960018,1594.8335153852092,0.000324143597885726,2185513.0846432373,0.44419688177388311,0.192113491622906,0.015389721302436156,0.10000000000000001,0.99950000000000006,0.0010887206290814966,3.1040388355565995e-06,0.00024658943044680859,2.5100095151907743e-07,672,0.00025256595542598426,4.7716848226652856e-14,8.1446572212774979e-14,4.0075706857391551e-12,4.7716852843423053e-14,0,8,true,0,20.4207182,371.79986480000002,false,false,422,0,0,true,0.64559893269362867,0.59651434060150543,0.64559893269362867,0.47138795371960018,3.591224539967186e-13,1.3704611522300505,3.591224539967186e-13,true,56,1,false,true,true,1.3704611522300505,0.95977737043812528,
19,true,46315506057.454262,9413.4432381396346,2.2419044398702681e-09,0.3944262635586544,1299.2847517799482,0.00026407448179209536,1708392.3101158512,0.34722397332332527,0.16326613684898231,0.25712268042715136,0.10000000000000001,0.99950000000000006,0.00024658943044680859,2.5100095151907743e-07,0.00013864704697685859,3.9833324898551256e-05,672,0.00025067934233168526,4.6520117601202443e-14,9.1567254071866374e-14,3.0994123323015743e-12,4.6520117254865154e-14,0,8,true,0,20.349530399999999,392.95730320000001,false,false,422,0,0,true,0.40712313924239396,0.26812158671730829,0.40712313924239396,0.3944262635586544,4.2310599468464716e-13,1.7394827810958138,4.2310599468464716e-13,true,56,1,false,true,true,1.7394827810958138,0.98142721530630572,
20,true,45642883983.683899,9276.7354646284766,1.7280399333685637e-09,0.30385447641493246,1563.8473918401371,0.00031784579095256449,946467.71636056481,0.19236581618345236,0.22962919945175797,0.58942162221577932,0.10000000000000001,0.99950000000000006,0.00013864704697685859,3.9833324898551256e-05,0.0015844017796546872,1.0499693892548206e-05,672,0.00021758775241979248,5.0569329697381048e-14,2.9831340445054427e-13,2.9817460921731444e-12,5.0569336316338492e-14,0,8,true,0,21.850286400000002,415.65467089999999,false,false,422,0,0,true,1.0023221811181173,0.99886859121796878,1.0023221811181173,0.30385447641493246,4.1021352981118753e-13,1.6670485595186679,4.1021352981118753e-13,true,56,1,false,true,true,1.6670485595186679,0.8162306844528322,
21,true,45568126734.660439,9261.541349736397,1.6389094525948167e-09,0.28791492574799293,1461.365745385182,0.00029701680204638481,766324.82605906541,0.15575248693462609,0.052457843817225895,0.25871479005886322,0.10000000000000001,0.99950000000000006,0.0015844017796546872,1.0499693892548206e-05,0.0055368228820835697,6.6889543042826516e-06,672,0.00021820534742938394,1.5249977092831441e-13,1.1929675298329259e-13,5.28769687898443e-12,1.5249977234706409e-13,0,8,true,0,21.232176599999999,437.80649920000002,false,false,422,0,0,true,0.29299473211070359,0.020553922614206188,0.29299473211070359,0.28791492574799293,3.9386789457088872e-13,1.6998466093993392,3.9386789457088872e-13,true,56,1,false,true,true,1.6998466093993392,0.99702051284105409,
22,true,45391310680.71199,9225.604186805027,1.305124897044152e-09,0.22943713156655776,1297.6163719117276,0.00026373539018917369,696991.38341909787,0.14166073921656136,0.2031078938666066,0.079102844545406115,0.10000000000000001,0.99950000000000006,0.0055368228820835697,6.6889543042826516e-06,0.015121116433172477,5.2700128593940326e-07,672,0.00019979291306282236,2.0338159506270605e-13,2.1180939893099925e-13,3.8006510465235192e-12,2.0338158118078039e-13,0,8,true,0,20.5463895,459.19182189999998,false,false,422,0,0,true,0.26466034417812612,0.1216543244706878,0.26466034417812612,0.22943713156655776,3.3069727511936264e-13,1.8450319245321245,3.3069727511936264e-13,true,56,1,false,true,true,1.8450319245321245,0.98126679091802604,
23,true,45340795061.829803,9215.3370872639571,1.0686562745831907e-09,0.18785561001498419,631.69920820129391,0.00012839036310224178,101231.66823998533,0.02057493578278443,0.1812327467121915,0.99950000000000006,0.10000000000000001,0.99950000000000006,0.015121116433172477,5.2700128593940326e-07,0.0020434347116022877,5.0209886325984238e-06,672,0.0001908609764051013,1.8444406555799281e-13,2.7877977433936423e-13,3.2222947518890462e-12,1.8444406589441843e-13,0,8,true,0,20.077462400000002,480.21601320000002,false,false,422,0,0,true,0.19238247419312904,0.009469882732028978,0.19238247419312904,0.18785561001498419,4.2099657093785936e-13,2.0279077289327949,4.2099657093785936e-13,true,56,1,false,true,true,2.0279077289327949,0.99777268887594761,
24,true,45333355771.107216,9213.8250808775374,8.922143024392426e-10,0.15679910096418981,355.17389163485814,7.2187687303392617e-05,59504.068484308773,0.012093966336469782,0.16532116899951801,0.47922158618116589,0.10000000000000001,0.99950000000000006,0.0020434347116022877,5.0209886325984238e-06,0.0014605835425527403,1.8922095115945711e-06,672,4.8472427608889547e-05,2.1971636613238619e-12,2.6050097877519442e-13,2.5012112767171194e-12,2.1971635951547087e-12,0,8,true,0,20.415012399999998,501.56915179999999,false,false,422,0,0,true,0.1573135279062412,0.0014817154819288803,0.1573135279062412,0.15679910096418981,2.9614028243529766e-13,2.134917930975416,2.9614028243529766e-13,true,56,1,false,true,true,2.134917930975416,0.99975909939729812,
25,true,45322569152.307144,9211.6327433118004,6.7484506871551275e-10,0.11881602135996916,286.63063033049099,5.8256540813376306e-05,49076.72958921305,0.0099746509889905698,0.24224041700912172,0.18860710429456395,0.10000000000000001,0.99950000000000006,0.0014605835425527403,1.8922095115945711e-06,0.0087938425834357542,1.088434710511078e-07,672,2.7921253374986434e-05,3.8490261954261509e-12,1.3428551775524207e-11,2.6119944230546964e-12,3.8490260042563644e-12,0,8,true,0,21.589534400000002,524.15358040000001,false,false,422,0,0,true,0.22917386698408215,0.11686322714019348,0.22917386698408215,0.11881602135996916,2.9166946635683644e-13,2.0955685283655545,2.9166946635683644e-13,true,56,1,false,true,true,2.0955685283655545,0.9499721083507795,
26,true,45303113814.719666,9207.6785229729048,8.6401996668428183e-11,0.015127488791892851,8.5493281098825893,1.7376170906300333e-06,5316.904403836792,0.0010806397698871072,0.87268140593547028,0.99950000000000006,0.10000000000000001,0.99950000000000006,0.0087938425834357542,1.088434710511078e-07,0.00029772851373577325,2.5755859520350022e-07,672,2.4046987836014268e-05,4.7156214562593477e-12,4.4510659132313863e-13,2.8668889552715525e-12,4.7156214609000627e-12,0,8,true,0,21.749968899999999,547.02716020000003,false,false,422,0,0,true,0.01622464493284248,0.0010971561409498509,0.01622464493284248,0.015127488791892851,3.2370590583030712e-13,2.7548347384524616,3.2370590583030712e-13,true,56,1,false,true,true,2.7548347384524616,0.99960189286857848,
27,true,45301704045.031731,9207.3919928652613,8.1854523159563541e-12,0.00091455831417430744,0.55820305537742188,1.1345256101991292e-07,546.39758582810623,0.00011105314607313003,0.93954328264554043,0.99950000000000006,0.10000000000000001,0.99950000000000006,0.00029772851373577325,2.5755859520350022e-07,0.00014806434666691831,2.7965058351472508e-08,672,1.3403099585875609e-06,4.8272667000651429e-12,1.3596442370269145e-11,2.3624862962158364e-12,4.8272667098717495e-12,0,8,true,0,21.954693599999999,570.24173180000003,false,false,422,0,0,true,0.0033745094743480308,0.0033641146649827647,0.0033745094743480308,0.00091455831417430744,3.8351354698321766e-13,4.2804053463375693,3.8351354698321766e-13,true,56,1,false,true,true,4.2804053463375693,0.99946182119778615,
28,true,45301609002.868233,9207.3726759218116,2.7284841053187847e-12,4.5727938413619995e-07,0.054662613171570687,1.1109959711994728e-08,54.885039162487708,1.1155166914040345e-05,0.99950000000000006,0.99950000000000006,0.10000000000000001,0.99950000000000006,0.00014806434666691831,2.7965058351472508e-08,8.7180746472910139e-06,2.8826748390938749e-09,672,9.7554992746033705e-08,4.4253088091669738e-12,1.0389790398592958e-13,2.407490331771883e-12,4.4253088090752982e-12,0,8,true,0,21.759031799999999,593.30106409999996,false,false,422,0,0,true,0.0040396540357505728,0.0040391967565223119,0.0040396540357505728,4.5727938413619995e-07,3.0718184550841914e-13,6.7817832105208709,3.0718184550841914e-13,true,56,1,false,true,true,6.7817832105208709,0.99940475943605733,
29,true,45301606779.452026,9207.3722240212719,4.5474735088646412e-12,2.2873791749589145e-10,0.0048152810776251002,9.7868681481493492e-10,5.5131548151343592,1.1205268890069873e-06,0.99950000000000006,0.99950000000000006,0.10000000000000001,0.99950000000000006,8.7180746472910139e-06,2.8826748390938749e-09,8.7784898488190117e-07,2.8974001187130766e-10,672,9.5967499132815787e-09,4.2347336072713798e-12,1.1908273411993776e-13,1.7900875442488923e-11,4.234733607248335e-12,0,8,true,0,20.742389200000002,615.22400660000005,false,false,422,0,0,true,0.0034651899887307991,0.0034651897600919135,0.0034651899887307991,2.2873791749589145e-10,2.9990587790463152e-13,9.1609505598129459,2.9990587790463152e-13,true,56,1,false,true,true,9.1609505598129459,0.99962188645138084,
30,true,45301606556.374329,9207.3721786816131,4.5474735088646412e-12,4.5474735088646412e-13,0.00043405529223818019,8.822001967612324e-11,0.55379263544585966,1.1255616063014672e-07,0.99950000000000006,0.99950000000000006,0.10000000000000001,0.99950000000000006,8.7784898488190117e-07,2.8974001187130766e-10,8.8207491721602109e-08,2.9104607581911233e-11,672,9.6306574884564997e-10,5.0435480551951611e-12,8.9882899246675814e-14,2.5193773705544694e-10,5.0435480551957201e-12,0,8,true,0,20.810585700000001,637.24198639999997,true,true,422,0,0,true,0.0028015114468580293,0.0028015114467430102,0.0028015114468580293,4.5474735088646412e-13,4.3223735701758662e-13,11.306684185001474,4.3223735701758662e-13,true,56,1,false,true,true,11.306684185001474,0.99975228657412574,
