iteration,day_id,object_type,dimension,rhs_count,factorization_count,minimum_absolute_pivot,pivot_tolerance,numerical_zero_pivot_count,maximum_rhs_relative_residual,local_residual_target_met,warning_identifier,warning_present,warning_continued,blocking_warning_present,solution_finite,final_kkt_gate_applies,full_kkt_direction_consumed
11,NaN,global_core_16,16,1,1,0.69245822267650314,3.5527136788005009e-15,0,2.4760806797836939e-16,true,,false,false,false,true,true,false
12,14,daily_joint,617,15,1,0.00022979435406328354,5.4800608495497727e-13,0,2.2753362565733153e-12,true,,false,false,false,true,true,false
12,15,daily_joint,618,15,1,0.0003567731073104554,1.0977885267493548e-12,0,1.6396764583831491e-12,true,,false,false,false,true,true,false
12,16,daily_joint,617,15,1,0.00024823422447350712,5.4800608495497727e-13,0,2.0050035062050643e-12,true,,false,false,false,true,true,false
12,17,daily_joint,618,15,1,0.00015494994588319396,1.0977885267493548e-12,0,1.5944504169603226e-12,true,,false,false,false,true,true,false
12,18,daily_joint,618,15,1,0.00023407766873535004,1.0977885267493548e-12,0,2.0322935735757687e-12,true,,false,false,false,true,true,false
12,19,daily_joint,618,15,1,0.0001500444470877813,1.0977885267493548e-12,0,1.2316997043849348e-12,true,,false,false,false,true,true,false
12,20,daily_joint,618,15,1,0.00025027953876148877,1.0977885267493548e-12,0,1.1527289600246298e-12,true,,false,false,false,true,true,false
12,NaN,global_core_16,16,1,1,0.75752051114066332,3.5527136788005009e-15,0,1.9454877265395173e-16,true,,false,false,false,true,true,false
13,14,daily_joint,617,15,1,0.00021326596075417218,1.0960121699099545e-12,0,2.4726758149842495e-12,true,,false,false,false,true,true,false
13,15,daily_joint,618,15,1,0.00036322511219844076,1.0977885267493548e-12,0,1.8192409827003867e-12,true,,false,false,false,true,true,false
13,16,daily_joint,617,15,1,0.00025320976345248711,5.4800608495497727e-13,0,3.1075484359540531e-12,true,,false,false,false,true,true,false
13,17,daily_joint,618,15,1,0.00016563531452661224,1.0977885267493548e-12,0,1.5363165689808909e-12,true,,false,false,false,true,true,false
13,18,daily_joint,618,15,1,0.00020833319464054977,1.0977885267493548e-12,0,1.7378415375758485e-12,true,,false,false,false,true,true,false
13,19,daily_joint,618,15,1,0.00015294814947651897,1.0977885267493548e-12,0,1.2427855104513219e-12,true,,false,false,false,true,true,false
13,20,daily_joint,618,15,1,0.00024836536635813975,1.0977885267493548e-12,0,1.6974044955564819e-12,true,,false,false,false,true,true,false
13,NaN,global_core_16,16,1,1,0.77735309263377184,3.5527136788005009e-15,0,3.0948476472148416e-16,true,,false,false,false,true,true,false
14,14,daily_joint,617,15,1,0.00020224339351785167,1.0960121699099545e-12,0,2.9816815448495401e-12,true,,false,false,false,true,true,false
14,15,daily_joint,618,15,1,0.00032713339715845333,1.0977885267493548e-12,0,1.9833246711622814e-12,true,,false,false,false,true,true,false
14,16,daily_joint,617,15,1,0.00026510263599017678,5.4800608495497727e-13,0,2.8143730521274185e-12,true,,false,false,false,true,true,false
14,17,daily_joint,618,15,1,0.00018009574270448075,1.0977885267493548e-12,0,2.226722578940694e-12,true,,false,false,false,true,true,false
14,18,daily_joint,618,15,1,0.00010363066755204168,1.0977885267493548e-12,0,2.2464381090763402e-12,true,,false,false,false,true,true,false
14,19,daily_joint,618,15,1,0.00012940807594988911,1.0977885267493548e-12,0,1.5476324064818853e-12,true,,false,false,false,true,true,false
14,20,daily_joint,618,15,1,0.00022174159913285286,1.0977885267493548e-12,0,2.0923035753858122e-12,true,,false,false,false,true,true,false
14,NaN,global_core_16,16,1,1,0.76751275647541461,3.5527136788005009e-15,0,1.7639060653666723e-16,true,,false,false,false,true,true,false
15,14,daily_joint,617,15,1,0.00020654008109193973,1.0960121699099545e-12,0,3.0764479895490907e-12,true,,false,false,false,true,true,false
15,15,daily_joint,618,15,1,0.0003227848166765589,1.0977885267493548e-12,0,2.3042714885151003e-12,true,,false,false,false,true,true,false
15,16,daily_joint,617,15,1,0.00027119275822549494,5.4800608495497727e-13,0,2.4363949388564517e-12,true,,false,false,false,true,true,false
15,17,daily_joint,618,15,1,0.00018635041081231903,1.0977885267493548e-12,0,2.2035313331132362e-12,true,,false,false,false,true,true,false
15,18,daily_joint,618,15,1,0.00010139724095634039,1.0977885267493548e-12,0,2.0215354068966184e-12,true,,false,false,false,true,true,false
15,19,daily_joint,618,15,1,0.00012844417855323857,5.4889426337467739e-13,0,1.4527251177650024e-12,true,,false,false,false,true,true,false
15,20,daily_joint,618,15,1,0.00022509421150977683,1.0977885267493548e-12,0,1.4539744871869958e-12,true,,false,false,false,true,true,false
15,NaN,global_core_16,16,1,1,0.28739214743149205,3.5527136788005009e-15,0,1.250239402820329e-16,true,,false,false,false,true,true,false
16,14,daily_joint,617,15,1,0.00021122298002820879,1.0960121699099545e-12,0,2.7210754512630872e-12,true,,false,false,false,true,true,false
16,15,daily_joint,618,15,1,0.00027438163118020963,1.0977885267493548e-12,0,3.5622807384743352e-12,true,,false,false,false,true,true,false
16,16,daily_joint,617,15,1,0.0002827101488550846,5.4800608495497727e-13,0,2.1467803576016849e-12,true,,false,false,false,true,true,false
16,17,daily_joint,618,15,1,0.00020121499670148544,1.0977885267493548e-12,0,2.3648875527289773e-12,true,,false,false,false,true,true,false
16,18,daily_joint,618,15,1,1.023042031521195e-05,1.0977885267493548e-12,0,3.6540591424271674e-13,true,,false,false,false,true,true,false
16,19,daily_joint,618,15,1,0.00011411537656623813,1.0977885267493548e-12,0,1.0051396624045379e-12,true,,false,false,false,true,true,false
16,20,daily_joint,618,15,1,0.00021185968460497642,1.0977885267493548e-12,0,2.6749778233003922e-12,true,,false,false,false,true,true,false
16,NaN,global_core_16,16,1,1,0.76280576351531004,3.5527136788005009e-15,0,6.0927350248038448e-16,true,,false,false,false,true,true,false
17,14,daily_joint,617,15,1,0.00022820527913296613,1.0960121699099545e-12,0,3.0757991730346813e-12,true,,false,false,false,true,true,false
17,15,daily_joint,618,15,1,0.00027189021906521996,1.0977885267493548e-12,0,3.1063788860546866e-12,true,,false,false,false,true,true,false
17,16,daily_joint,617,15,1,0.00030088159975848384,5.4800608495497727e-13,0,2.6093355158493251e-12,true,,false,false,false,true,true,false
17,17,daily_joint,618,15,1,0.00022022182503289345,1.0977885267493548e-12,0,2.5754676922433909e-12,true,,false,false,false,true,true,false
17,18,daily_joint,618,15,1,1.0976704528890801e-05,1.0977885267493548e-12,0,3.587864920812522e-13,true,,false,false,false,true,true,false
17,19,daily_joint,618,15,1,0.00010759173308929431,1.0977885267493548e-12,0,1.564055091142248e-12,true,,false,false,false,true,true,false
17,20,daily_joint,618,15,1,0.00021845943257971372,1.0977885267493548e-12,0,2.42556044013812e-12,true,,false,false,false,true,true,false
17,NaN,global_core_16,16,1,1,0.67925223319520212,3.5527136788005009e-15,0,2.2987935399279459e-14,true,,false,false,false,true,true,false
18,14,daily_joint,617,15,1,0.00022757848091195786,1.0960121699099545e-12,0,4.0075706857391551e-12,true,,false,false,false,true,true,false
18,15,daily_joint,618,15,1,0.00027587765522034017,1.0977885267493548e-12,0,3.3917315512735764e-12,true,,false,false,false,true,true,false
18,16,daily_joint,617,15,1,0.00030479219814749339,5.4800608495497727e-13,0,2.1174161776638991e-12,true,,false,false,false,true,true,false
18,17,daily_joint,618,15,1,0.00022389844439517939,1.0977885267493548e-12,0,2.6976648081493196e-12,true,,false,false,false,true,true,false
18,18,daily_joint,618,15,1,1.2481785540659975e-05,1.0977885267493548e-12,0,5.4535874713375071e-13,true,,false,false,false,true,true,false
18,19,daily_joint,618,15,1,0.00012616146681695864,1.0977885267493548e-12,0,1.8082140254144627e-12,true,,false,false,false,true,true,false
18,20,daily_joint,618,15,1,0.00022201497447007313,1.0977885267493548e-12,0,2.576895256449048e-12,true,,false,false,false,true,true,false
18,NaN,global_core_16,16,1,1,0.74984956175313,3.5527136788005009e-15,0,5.401802215302943e-15,true,,false,false,false,true,true,false
19,14,daily_joint,617,15,1,0.00022970240723635144,1.0960121699099545e-12,0,2.8537637776665014e-12,true,,false,false,false,true,true,false
19,15,daily_joint,618,15,1,0.00028418106285169926,1.0977885267493548e-12,0,3.0994123323015743e-12,true,,false,false,false,true,true,false
19,16,daily_joint,617,15,1,0.00031356360159779599,5.4800608495497727e-13,0,2.4312989531274772e-12,true,,false,false,false,true,true,false
19,17,daily_joint,618,15,1,0.00023461790021765618,1.0977885267493548e-12,0,2.9997372659538894e-12,true,,false,false,false,true,true,false
19,18,daily_joint,618,15,1,2.1082799451720128e-05,1.0977885267493548e-12,0,8.5157529353406971e-13,true,,false,false,false,true,true,false
19,19,daily_joint,618,15,1,0.00013093221858391288,1.0977885267493548e-12,0,1.8239112369565189e-12,true,,false,false,false,true,true,false
19,20,daily_joint,618,15,1,0.00023333409626226484,1.0977885267493548e-12,0,2.9781648453066268e-12,true,,false,false,false,true,true,false
19,NaN,global_core_16,16,1,1,0.7493728444687211,3.5527136788005009e-15,0,1.9059475982297537e-15,true,,false,false,false,true,true,false
20,14,daily_joint,617,15,1,0.00024760814808595042,1.0960121699099545e-12,0,2.5485416527008518e-12,true,,false,false,false,true,true,false
20,15,daily_joint,618,15,1,0.0003055427305018192,1.0977885267493548e-12,0,2.9817460921731444e-12,true,,false,false,false,true,true,false
20,16,daily_joint,617,15,1,0.00033637636831507429,5.4800608495497727e-13,0,1.5742598780384882e-12,true,,false,false,false,true,true,false
20,17,daily_joint,618,15,1,0.00026404533005987664,1.0977885267493548e-12,0,2.1511588708752538e-12,true,,false,false,false,true,true,false
20,18,daily_joint,618,15,1,2.8455121897845717e-05,1.0977885267493548e-12,0,7.6152307807512241e-13,true,,false,false,false,true,true,false
20,19,daily_joint,618,15,1,0.00014141186515706332,1.0977885267493548e-12,0,2.0651337430251265e-12,true,,false,false,false,true,true,false
20,20,daily_joint,618,15,1,0.00025350562255674108,1.0977885267493548e-12,0,2.7456357869621799e-12,true,,false,false,false,true,true,false
20,NaN,global_core_16,16,1,1,0.18920120172004717,7.1054273576010019e-15,0,2.5436403805705996e-16,true,,false,false,false,true,true,false
21,14,daily_joint,617,15,1,0.00029531368580071619,1.0960121699099545e-12,0,2.8904514022152548e-12,true,,false,false,false,true,true,false
21,15,daily_joint,618,15,1,0.00031160325951372326,1.0977885267493548e-12,0,5.28769687898443e-12,true,,false,false,false,true,true,false
21,16,daily_joint,617,15,1,0.00041848266068437323,5.4800608495497727e-13,0,1.5042107294648557e-12,true,,false,false,false,true,true,false
21,17,daily_joint,618,15,1,0.00034770291141434859,1.0977885267493548e-12,0,1.6099314043030994e-13,true,,false,false,false,true,true,false
21,18,daily_joint,618,15,1,2.83554252502312e-05,1.0977885267493548e-12,0,7.1877425689236654e-13,true,,false,false,false,true,true,false
21,19,daily_joint,618,15,1,0.00015508543503376868,1.0977885267493548e-12,0,2.2706222478749851e-12,true,,false,false,false,true,true,false
21,20,daily_joint,618,15,1,0.00029193387530612443,1.0977885267493548e-12,0,3.3496525391866078e-12,true,,false,false,false,true,true,false
21,NaN,global_core_16,16,1,1,0.021323281323054045,7.1054273576010019e-15,0,3.6717145858337611e-14,true,,false,false,false,true,true,false
22,14,daily_joint,617,15,1,0.0003074493734172116,1.0960121699099545e-12,0,2.9644027374743127e-12,true,,false,false,false,true,true,false
22,15,daily_joint,618,15,1,0.00032863380384760349,1.0977885267493548e-12,0,3.8006510465235192e-12,true,,false,false,false,true,true,false
22,16,daily_joint,617,15,1,0.00044832854051453537,5.4800608495497727e-13,0,1.4002771590715471e-12,true,,false,false,false,true,true,false
22,17,daily_joint,618,15,1,0.00038836483182993434,1.0977885267493548e-12,0,1.2422256533870818e-12,true,,false,false,false,true,true,false
22,18,daily_joint,618,15,1,3.0922638923124199e-05,1.0977885267493548e-12,0,1.0339046793667431e-12,true,,false,false,false,true,true,false
22,19,daily_joint,618,15,1,0.00015544995322743464,1.0977885267493548e-12,0,1.4152175969706515e-12,true,,false,false,false,true,true,false
22,20,daily_joint,618,15,1,0.00029480590599591727,1.0977885267493548e-12,0,2.5368761910463004e-12,true,,false,false,false,true,true,false
22,NaN,global_core_16,16,1,1,0.018321841788653846,7.1054273576010019e-15,0,2.630819048527619e-14,true,,false,false,false,true,true,false
23,14,daily_joint,617,15,1,0.00032249929065559499,1.0960121699099545e-12,0,3.2222947518890462e-12,true,,false,false,false,true,true,false
23,15,daily_joint,618,15,1,0.00035209710160009498,1.0977885267493548e-12,0,2.8106059547080143e-12,true,,false,false,false,true,true,false
23,16,daily_joint,617,15,1,0.00048099376597803689,5.4800608495497727e-13,0,1.3401112492439429e-12,true,,false,false,false,true,true,false
23,17,daily_joint,618,15,1,0.00042505579059072144,1.0977885267493548e-12,0,1.3650589602526576e-12,true,,false,false,false,true,true,false
23,18,daily_joint,618,15,1,3.3754004104389838e-05,1.0977885267493548e-12,0,1.1025124311736374e-12,true,,false,false,false,true,true,false
23,19,daily_joint,618,15,1,0.00015653191101993937,1.0977885267493548e-12,0,1.8599809246206808e-12,true,,false,false,false,true,true,false
23,20,daily_joint,618,15,1,0.00029906428860854053,1.0977885267493548e-12,0,2.4997971293828753e-12,true,,false,false,false,true,true,false
23,NaN,global_core_16,16,1,1,0.11721697594840422,3.5527136788005009e-15,0,5.6985652274754675e-15,true,,false,false,false,true,true,false
24,14,daily_joint,617,15,1,0.0009567578785302141,1.0960121699099545e-12,0,1.8294005179719905e-12,true,,false,false,false,true,true,false
24,15,daily_joint,618,15,1,0.00085444685261187533,1.0977885267493548e-12,0,2.5012112767171194e-12,true,,false,false,false,true,true,false
24,16,daily_joint,617,15,1,0.005070468098913314,5.4800608495497727e-13,0,1.3265892771416898e-12,true,,false,false,false,true,true,false
24,17,daily_joint,618,15,1,6.8726247140885128e-05,1.0977885267493548e-12,0,3.3169861470201426e-13,true,,false,false,false,true,true,false
24,18,daily_joint,618,15,1,3.8978289338113912e-05,1.0977885267493548e-12,0,1.6530221251888653e-12,true,,false,false,false,true,true,false
24,19,daily_joint,618,15,1,0.00020580964681056203,1.0977885267493548e-12,0,1.6263022287955448e-12,true,,false,false,false,true,true,false
24,20,daily_joint,618,15,1,0.00058003932852090316,1.0977885267493548e-12,0,2.0235197011214773e-12,true,,false,false,false,true,true,false
24,NaN,global_core_16,16,1,1,0.018013163877201855,3.5527136788005009e-15,0,1.1860540568873042e-15,true,,false,false,false,true,true,false
25,14,daily_joint,617,15,1,0.0011015417973822294,1.0960121699099545e-12,0,1.3075114913767833e-12,true,,false,false,false,true,true,false
25,15,daily_joint,618,15,1,0.00094258930948066741,1.0977885267493548e-12,0,2.6119944230546964e-12,true,,false,false,false,true,true,false
25,16,daily_joint,617,15,1,0.0070295495547443758,5.4800608495497727e-13,0,1.2160421393743349e-12,true,,false,false,false,true,true,false
25,17,daily_joint,618,15,1,2.9001073171608586e-05,1.0977885267493548e-12,0,3.4597355564775382e-13,true,,false,false,false,true,true,false
25,18,daily_joint,618,15,1,4.1280164866680954e-05,1.0977885267493548e-12,0,1.6506492188417445e-12,true,,false,false,false,true,true,false
25,19,daily_joint,618,15,1,0.00022590496960410764,1.0977885267493548e-12,0,1.5623729680515238e-12,true,,false,false,false,true,true,false
25,20,daily_joint,618,15,1,0.00063422511320136666,1.0977885267493548e-12,0,2.2386857599074346e-12,true,,false,false,false,true,true,false
25,NaN,global_core_16,16,1,1,6.2516367848375332e-05,7.1054273576010019e-15,0,4.039056768530055e-14,true,,false,false,false,true,true,false
26,14,daily_joint,617,15,1,0.0012311480223514044,1.0960121699099545e-12,0,1.8016355879901813e-12,true,,false,false,false,true,true,false
26,15,daily_joint,618,15,1,0.00094922975662949007,1.0977885267493548e-12,0,2.1035276532433545e-12,true,,false,false,false,true,true,false
