run_id,solve_pass,day,hour,asset_type,asset_id,variable_name,physical_array_index,fixed_value,fixed_direction_value,reason,inequality_status
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,5,solar,5,PP,"PP(14,5,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,6,solar,1,PP,"PP(14,1,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,6,solar,2,PP,"PP(14,2,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,6,solar,3,PP,"PP(14,3,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,6,solar,4,PP,"PP(14,4,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,6,solar,5,PP,"PP(14,5,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,7,solar,1,PP,"PP(14,1,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,7,solar,2,PP,"PP(14,2,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,7,solar,3,PP,"PP(14,3,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,7,solar,4,PP,"PP(14,4,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,7,solar,5,PP,"PP(14,5,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,19,wind,3,PW,"PW(14,3,19)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,20,solar,1,PP,"PP(14,1,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,20,solar,2,PP,"PP(14,2,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,20,solar,3,PP,"PP(14,3,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,20,solar,4,PP,"PP(14,4,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,20,solar,5,PP,"PP(14,5,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,21,solar,1,PP,"PP(14,1,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,21,solar,2,PP,"PP(14,2,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,21,solar,3,PP,"PP(14,3,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,21,solar,4,PP,"PP(14,4,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,21,solar,5,PP,"PP(14,5,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,22,solar,1,PP,"PP(14,1,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,22,solar,2,PP,"PP(14,2,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,22,solar,3,PP,"PP(14,3,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,22,solar,4,PP,"PP(14,4,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,22,solar,5,PP,"PP(14,5,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,23,solar,1,PP,"PP(14,1,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,23,solar,2,PP,"PP(14,2,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,23,solar,3,PP,"PP(14,3,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,23,solar,4,PP,"PP(14,4,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,23,solar,5,PP,"PP(14,5,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,24,solar,1,PP,"PP(14,1,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,24,solar,2,PP,"PP(14,2,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,24,solar,3,PP,"PP(14,3,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,24,solar,4,PP,"PP(14,4,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,14,24,solar,5,PP,"PP(14,5,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,1,solar,1,PP,"PP(15,1,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,1,solar,2,PP,"PP(15,2,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,1,solar,3,PP,"PP(15,3,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,1,solar,4,PP,"PP(15,4,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,1,solar,5,PP,"PP(15,5,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,2,solar,1,PP,"PP(15,1,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,2,solar,2,PP,"PP(15,2,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,2,solar,3,PP,"PP(15,3,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,2,solar,4,PP,"PP(15,4,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,2,solar,5,PP,"PP(15,5,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,3,solar,1,PP,"PP(15,1,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,3,solar,2,PP,"PP(15,2,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,3,solar,3,PP,"PP(15,3,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,3,solar,4,PP,"PP(15,4,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,3,solar,5,PP,"PP(15,5,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,4,solar,1,PP,"PP(15,1,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,4,solar,2,PP,"PP(15,2,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,4,solar,3,PP,"PP(15,3,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,4,solar,4,PP,"PP(15,4,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,4,solar,5,PP,"PP(15,5,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,5,solar,1,PP,"PP(15,1,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,5,solar,2,PP,"PP(15,2,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,5,solar,3,PP,"PP(15,3,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,5,solar,4,PP,"PP(15,4,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,5,solar,5,PP,"PP(15,5,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,6,solar,1,PP,"PP(15,1,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,6,solar,2,PP,"PP(15,2,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,6,solar,3,PP,"PP(15,3,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,6,solar,4,PP,"PP(15,4,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,6,solar,5,PP,"PP(15,5,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,7,solar,1,PP,"PP(15,1,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,7,solar,2,PP,"PP(15,2,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,7,solar,3,PP,"PP(15,3,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,7,solar,4,PP,"PP(15,4,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,7,solar,5,PP,"PP(15,5,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,20,solar,1,PP,"PP(15,1,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,20,solar,2,PP,"PP(15,2,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,20,solar,3,PP,"PP(15,3,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,20,solar,4,PP,"PP(15,4,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,20,solar,5,PP,"PP(15,5,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,21,solar,1,PP,"PP(15,1,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,21,solar,2,PP,"PP(15,2,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,21,solar,3,PP,"PP(15,3,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,21,solar,4,PP,"PP(15,4,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,21,solar,5,PP,"PP(15,5,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,22,solar,1,PP,"PP(15,1,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,22,solar,2,PP,"PP(15,2,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,22,solar,3,PP,"PP(15,3,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,22,solar,4,PP,"PP(15,4,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,22,solar,5,PP,"PP(15,5,22)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,23,solar,1,PP,"PP(15,1,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,23,solar,2,PP,"PP(15,2,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,23,solar,3,PP,"PP(15,3,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,23,solar,4,PP,"PP(15,4,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,23,solar,5,PP,"PP(15,5,23)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,24,solar,1,PP,"PP(15,1,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,24,solar,2,PP,"PP(15,2,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,24,solar,3,PP,"PP(15,3,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,24,solar,4,PP,"PP(15,4,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,15,24,solar,5,PP,"PP(15,5,24)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,1,solar,1,PP,"PP(16,1,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,1,solar,2,PP,"PP(16,2,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,1,solar,3,PP,"PP(16,3,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,1,solar,4,PP,"PP(16,4,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,1,solar,5,PP,"PP(16,5,1)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,2,solar,1,PP,"PP(16,1,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,2,solar,2,PP,"PP(16,2,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,2,solar,3,PP,"PP(16,3,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,2,solar,4,PP,"PP(16,4,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,2,solar,5,PP,"PP(16,5,2)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,3,solar,1,PP,"PP(16,1,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,3,solar,2,PP,"PP(16,2,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,3,solar,3,PP,"PP(16,3,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,3,solar,4,PP,"PP(16,4,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,3,solar,5,PP,"PP(16,5,3)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,4,solar,1,PP,"PP(16,1,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,4,solar,2,PP,"PP(16,2,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,4,solar,3,PP,"PP(16,3,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,4,solar,4,PP,"PP(16,4,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,4,solar,5,PP,"PP(16,5,4)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,5,wind,4,PW,"PW(16,4,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,5,solar,1,PP,"PP(16,1,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,5,solar,2,PP,"PP(16,2,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,5,solar,3,PP,"PP(16,3,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,5,solar,4,PP,"PP(16,4,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,5,solar,5,PP,"PP(16,5,5)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,6,solar,1,PP,"PP(16,1,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,6,solar,2,PP,"PP(16,2,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,6,solar,3,PP,"PP(16,3,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,6,solar,4,PP,"PP(16,4,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,6,solar,5,PP,"PP(16,5,6)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,7,solar,1,PP,"PP(16,1,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,7,solar,2,PP,"PP(16,2,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,7,solar,3,PP,"PP(16,3,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,7,solar,4,PP,"PP(16,4,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,7,solar,5,PP,"PP(16,5,7)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,20,solar,1,PP,"PP(16,1,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,20,solar,2,PP,"PP(16,2,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,20,solar,3,PP,"PP(16,3,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,20,solar,4,PP,"PP(16,4,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,20,solar,5,PP,"PP(16,5,20)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,21,solar,1,PP,"PP(16,1,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,21,solar,2,PP,"PP(16,2,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
20260811_121452_stage_B_2C_4168a6e9,pass_1,16,21,solar,3,PP,"PP(16,3,21)",0,0,zero_availability,NOT_APPLICABLE_BOTH_BOUNDS
