run_id,stage_id,milestone_id,constraint_type,constraint_id,day,hydro_id,bound_type,row_position,inequality_position,global_row,touched_hour_count,touched_hour_indices,touched_variable_count,touched_variable_indices,touched_variable_names,ordering_rule
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D017-HYDRO01-LOWER,17,1,lower,26,7274,7892,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,1664|1683|1702|1721|1740|1759|1778|1802|1826|1850|1874|1898|1922|1946|1970|1994|2018|2042|2066|2085|2104|2123|2142|2161,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D017-HYDRO02-UPPER,17,2,upper,27,7275,7893,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,1665|1684|1703|1722|1741|1760|1779|1803|1827|1851|1875|1899|1923|1947|1971|1995|2019|2043|2067|2086|2105|2124|2143|2162,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D017-HYDRO02-LOWER,17,2,lower,28,7276,7894,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,1665|1684|1703|1722|1741|1760|1779|1803|1827|1851|1875|1899|1923|1947|1971|1995|2019|2043|2067|2086|2105|2124|2143|2162,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D017-HYDRO03-UPPER,17,3,upper,29,7277,7895,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,1666|1685|1704|1723|1742|1761|1780|1804|1828|1852|1876|1900|1924|1948|1972|1996|2020|2044|2068|2087|2106|2125|2144|2163,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D017-HYDRO03-LOWER,17,3,lower,30,7278,7896,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,1666|1685|1704|1723|1742|1761|1780|1804|1828|1852|1876|1900|1924|1948|1972|1996|2020|2044|2068|2087|2106|2125|2144|2163,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D017-HYDRO04-UPPER,17,4,upper,31,7279,7897,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,1667|1686|1705|1724|1743|1762|1781|1805|1829|1853|1877|1901|1925|1949|1973|1997|2021|2045|2069|2088|2107|2126|2145|2164,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D017-HYDRO04-LOWER,17,4,lower,32,7280,7898,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,1667|1686|1705|1724|1743|1762|1781|1805|1829|1853|1877|1901|1925|1949|1973|1997|2021|2045|2069|2088|2107|2126|2145|2164,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D018-HYDRO01-UPPER,18,1,upper,33,7281,7899,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2180|2199|2218|2237|2256|2275|2294|2318|2342|2366|2390|2414|2438|2462|2486|2510|2534|2558|2582|2601|2620|2639|2658|2677,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D018-HYDRO01-LOWER,18,1,lower,34,7282,7900,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2180|2199|2218|2237|2256|2275|2294|2318|2342|2366|2390|2414|2438|2462|2486|2510|2534|2558|2582|2601|2620|2639|2658|2677,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D018-HYDRO02-UPPER,18,2,upper,35,7283,7901,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2181|2200|2219|2238|2257|2276|2295|2319|2343|2367|2391|2415|2439|2463|2487|2511|2535|2559|2583|2602|2621|2640|2659|2678,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D018-HYDRO02-LOWER,18,2,lower,36,7284,7902,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2181|2200|2219|2238|2257|2276|2295|2319|2343|2367|2391|2415|2439|2463|2487|2511|2535|2559|2583|2602|2621|2640|2659|2678,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D018-HYDRO03-UPPER,18,3,upper,37,7285,7903,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2182|2201|2220|2239|2258|2277|2296|2320|2344|2368|2392|2416|2440|2464|2488|2512|2536|2560|2584|2603|2622|2641|2660|2679,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D018-HYDRO03-LOWER,18,3,lower,38,7286,7904,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2182|2201|2220|2239|2258|2277|2296|2320|2344|2368|2392|2416|2440|2464|2488|2512|2536|2560|2584|2603|2622|2641|2660|2679,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D018-HYDRO04-UPPER,18,4,upper,39,7287,7905,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2183|2202|2221|2240|2259|2278|2297|2321|2345|2369|2393|2417|2441|2465|2489|2513|2537|2561|2585|2604|2623|2642|2661|2680,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D018-HYDRO04-LOWER,18,4,lower,40,7288,7906,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2183|2202|2221|2240|2259|2278|2297|2321|2345|2369|2393|2417|2441|2465|2489|2513|2537|2561|2585|2604|2623|2642|2661|2680,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D019-HYDRO01-UPPER,19,1,upper,41,7289,7907,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2696|2715|2734|2753|2772|2791|2810|2834|2858|2882|2906|2930|2954|2978|3002|3026|3050|3074|3098|3117|3136|3155|3174|3193,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D019-HYDRO01-LOWER,19,1,lower,42,7290,7908,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2696|2715|2734|2753|2772|2791|2810|2834|2858|2882|2906|2930|2954|2978|3002|3026|3050|3074|3098|3117|3136|3155|3174|3193,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D019-HYDRO02-UPPER,19,2,upper,43,7291,7909,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2697|2716|2735|2754|2773|2792|2811|2835|2859|2883|2907|2931|2955|2979|3003|3027|3051|3075|3099|3118|3137|3156|3175|3194,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D019-HYDRO02-LOWER,19,2,lower,44,7292,7910,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2697|2716|2735|2754|2773|2792|2811|2835|2859|2883|2907|2931|2955|2979|3003|3027|3051|3075|3099|3118|3137|3156|3175|3194,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D019-HYDRO03-UPPER,19,3,upper,45,7293,7911,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2698|2717|2736|2755|2774|2793|2812|2836|2860|2884|2908|2932|2956|2980|3004|3028|3052|3076|3100|3119|3138|3157|3176|3195,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D019-HYDRO03-LOWER,19,3,lower,46,7294,7912,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2698|2717|2736|2755|2774|2793|2812|2836|2860|2884|2908|2932|2956|2980|3004|3028|3052|3076|3100|3119|3138|3157|3176|3195,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D019-HYDRO04-UPPER,19,4,upper,47,7295,7913,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2699|2718|2737|2756|2775|2794|2813|2837|2861|2885|2909|2933|2957|2981|3005|3029|3053|3077|3101|3120|3139|3158|3177|3196,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D019-HYDRO04-LOWER,19,4,lower,48,7296,7914,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,2699|2718|2737|2756|2775|2794|2813|2837|2861|2885|2909|2933|2957|2981|3005|3029|3053|3077|3101|3120|3139|3158|3177|3196,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D020-HYDRO01-UPPER,20,1,upper,49,7297,7915,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,3212|3231|3250|3269|3288|3307|3326|3350|3374|3398|3422|3446|3470|3494|3518|3542|3566|3590|3614|3633|3652|3671|3690|3709,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D020-HYDRO01-LOWER,20,1,lower,50,7298,7916,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,3212|3231|3250|3269|3288|3307|3326|3350|3374|3398|3422|3446|3470|3494|3518|3542|3566|3590|3614|3633|3652|3671|3690|3709,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D020-HYDRO02-UPPER,20,2,upper,51,7299,7917,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,3213|3232|3251|3270|3289|3308|3327|3351|3375|3399|3423|3447|3471|3495|3519|3543|3567|3591|3615|3634|3653|3672|3691|3710,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D020-HYDRO02-LOWER,20,2,lower,52,7300,7918,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,3213|3232|3251|3270|3289|3308|3327|3351|3375|3399|3423|3447|3471|3495|3519|3543|3567|3591|3615|3634|3653|3672|3691|3710,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D020-HYDRO03-UPPER,20,3,upper,53,7301,7919,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,3214|3233|3252|3271|3290|3309|3328|3352|3376|3400|3424|3448|3472|3496|3520|3544|3568|3592|3616|3635|3654|3673|3692|3711,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D020-HYDRO03-LOWER,20,3,lower,54,7302,7920,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,3214|3233|3252|3271|3290|3309|3328|3352|3376|3400|3424|3448|3472|3496|3520|3544|3568|3592|3616|3635|3654|3673|3692|3711,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D020-HYDRO04-UPPER,20,4,upper,55,7303,7921,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,3215|3234|3253|3272|3291|3310|3329|3353|3377|3401|3425|3449|3473|3497|3521|3545|3569|3593|3617|3636|3655|3674|3693|3712,PH,day_hydro_upper_then_lower
20260811_121452_stage_B_2C_4168a6e9,stage_B,B-2C,daily_hydro_water,INEQ-WATER-D020-HYDRO04-LOWER,20,4,lower,56,7304,7922,24,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,24,3215|3234|3253|3272|3291|3310|3329|3353|3377|3401|3425|3449|3473|3497|3521|3545|3569|3593|3617|3636|3655|3674|3693|3712,PH,day_hydro_upper_then_lower
